sample,time_s,posX,posY,posZ,speed_ms,speed_kmh,velFwd,velLat,velVert,accelFwd,accelLat,accelVert,accelG,jerk,discontinuity,collisionActive,yawRate_degs,yawAccel_rads2,roll_deg,pitch_deg,slip_deg,upVsUp_deg,grounded,groundedFactor,groundedNodes,minNodeDist_m,inverted,clearance_m,clearanceErr_m,nearBottom,chassisContact,rawThrottle,rawMouseYawInput,processedYawIntent,finalSteeringCommand,steerCommandRatio01,stabilizerArmed,ocCharge,ocBurst,steerStability,steerTilt01,steerRollRate01,hoverRawDemand,hoverClampedTarget,hoverSmoothedCmd,hoverAppliedThrottle,hoverActiveMaxCmd,hoverForceN,hoverSatNodes,hoverOverdrive,hoverPower01,vectoringPower01,surfaceAdhesionAccel_ms2,surfaceAdhesionForceN,surfaceAdhesionLimited,airborneStability01,dragN,wingN,groundEffectN,downforceG,powerReq,powerGranted,powerBudget,overload01,driveShedding01,band,autoHoverCmd,manualBottomCmd,manualRoofCmd,section,arc_m,centerDist_m
4440,44.4014,13543.750,69.048,13889.570,238.83,859.8,238.38,7.21,12.74,30.12,-60.74,23.82,7.325,1775.3,0,0,4.14,2.068,1.50,2.55,1.73,27.6,1,1.00,4,2.999,0,2.534,-0.199,0,0,1.000,0.160,0.160,0.108,0.119,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,76575.9,69675.9,69868.1,1.293,533.8,533.8,4500.0,0.000,0.000,0,0.000,0.000,0.000,10,10411.9,12.11
4442,44.4214,13545.930,71.455,13886.060,239.44,862.0,239.03,6.10,12.56,32.33,-55.19,-8.93,6.583,1664.8,0,0,5.78,1.434,0.53,2.07,1.46,27.3,1,1.00,4,3.055,0,2.590,-0.255,0,0,1.000,0.120,0.120,0.081,0.090,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,76991.5,70036.0,70210.0,1.300,520.3,520.3,4500.0,0.000,0.000,0,0.000,0.000,0.000,10,10415.4,12.02
4444,44.4414,13548.150,73.837,13882.520,240.04,864.1,239.63,4.99,13.14,29.85,-55.57,28.92,7.074,1897.0,0,0,7.57,1.559,-3.71,1.93,1.19,26.7,1,1.00,4,3.098,0,2.633,-0.298,0,0,1.000,0.160,0.160,0.108,0.119,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,77376.8,70371.0,70555.4,1.306,533.8,533.8,4500.0,0.000,0.000,0,0.000,0.000,0.000,10,10420.3,11.88
4446,44.4614,13550.380,76.196,13878.970,240.65,866.3,240.21,3.82,13.96,29.20,-58.54,40.90,7.864,617.7,0,0,10.32,2.403,2.46,2.23,0.91,26.2,1,1.00,4,3.131,0,2.667,-0.331,0,0,1.000,0.160,0.160,0.108,0.119,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,77754.9,70701.6,70912.7,1.312,533.8,533.8,4500.0,0.000,0.000,0,0.000,0.000,0.000,10,10424.0,11.76
4448,44.4814,13552.640,78.528,13875.400,241.25,868.5,240.82,2.57,14.17,30.52,-62.44,10.65,7.167,1526.2,0,0,12.39,1.808,2.93,2.52,0.61,25.7,1,1.00,4,3.172,0,2.708,-0.372,0,0,1.000,0.080,0.080,0.054,0.060,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,78150.7,71051.5,71280.7,1.319,506.9,506.9,4500.0,0.000,0.000,0,0.000,0.000,0.000,10,10427.9,11.64
4450,44.5014,13554.910,80.832,13871.800,241.86,870.7,241.42,1.32,14.60,29.76,-62.78,21.32,7.408,534.9,0,0,13.56,1.021,4.17,2.61,0.31,25.2,1,1.00,4,3.211,0,2.747,-0.411,0,0,1.000,0.200,0.200,0.134,0.149,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,78537.8,71397.1,71642.0,1.326,547.2,547.2,4500.0,0.000,0.000,0,0.000,0.000,0.000,10,10432.8,11.48
4452,44.5214,13557.200,83.106,13868.180,242.47,872.9,241.99,-0.13,15.28,28.69,-72.46,34.22,8.676,808.4,0,0,16.42,2.497,4.26,2.35,0.03,24.6,1,1.00,4,3.257,0,2.792,-0.457,0,0,1.000,0.120,0.120,0.081,0.090,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,78912.3,71734.8,71986.6,1.332,520.3,520.3,4500.0,0.000,0.000,0,0.000,0.000,0.000,10,10436.7,11.35
4454,44.5414,13559.510,85.350,13864.530,243.08,875.1,242.53,-1.63,16.21,27.12,-74.98,46.53,9.410,633.3,0,0,18.16,1.518,4.44,-23.58,0.39,24.0,1,0.90,4,3.308,0,2.843,-0.508,0,0,1.000,0.120,0.120,0.066,0.090,1,0.00,0,0.814,0.233,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,79267.4,0.0,0.0,0.000,512.8,512.8,4500.0,0.000,0.000,0,0.000,0.000,0.000,10,10441.2,11.21
4456,44.5614,13561.830,87.570,13860.860,243.70,877.3,243.06,-3.04,17.31,26.49,-70.26,54.93,9.483,482.8,0,0,18.79,0.542,4.66,-22.99,0.72,23.4,1,0.70,4,3.377,0,2.912,-0.577,0,0,1.000,0.080,0.080,0.045,0.060,1,0.00,0,0.834,0.208,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,79615.5,0.0,0.0,0.000,502.4,502.4,4500.0,0.000,0.000,0,0.000,0.000,0.000,10,10445.4,11.09
4458,44.5814,13564.150,89.765,13857.160,244.30,879.5,243.56,-4.37,18.50,24.80,-66.70,59.54,9.458,303.2,0,0,18.68,-0.090,4.83,-22.35,1.03,22.8,1,0.50,4,3.465,0,3.000,-0.665,0,0,1.000,0.080,0.080,0.046,0.060,1,0.00,0,0.855,0.181,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,79942.7,0.0,0.0,0.000,503.0,503.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,10,10449.5,10.98
4460,44.6014,13566.490,91.935,13853.440,244.92,881.7,244.04,-5.79,19.92,24.14,-71.10,71.07,10.539,618.0,0,0,17.87,-0.710,4.96,-21.66,1.36,22.2,0,0.30,4,3.573,0,3.108,-0.773,0,0,1.000,0.120,0.120,0.081,0.090,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,80262.9,0.0,0.0,0.000,520.3,520.3,4500.0,0.000,0.000,0,0.000,0.000,0.000,10,10454.5,10.87
4462,44.6214,13568.830,94.085,13849.690,245.53,883.9,244.54,-7.84,20.53,25.17,-102.35,30.58,11.187,2558.1,0,0,21.21,2.912,4.39,-21.24,1.84,21.7,0,0.10,4,3.743,0,3.279,-0.943,0,0,1.000,0.120,0.120,0.081,0.090,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,80596.1,0.0,0.0,0.000,520.3,520.3,4500.0,0.000,0.000,0,0.000,0.000,0.000,10,10459.1,10.80
4464,44.6414,13571.180,96.210,13845.920,246.17,886.2,245.07,-10.07,20.94,26.32,-111.49,20.21,11.858,693.7,0,0,22.08,0.760,3.79,-20.77,2.35,21.1,0,0.00,4,3.939,0,3.475,-1.139,0,0,1.000,0.040,0.040,0.027,0.030,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,80945.3,0.0,0.0,0.000,493.4,493.4,4500.0,0.000,0.000,0,0.000,0.000,0.000,10,10463.4,10.74
4466,44.6614,13573.550,98.312,13842.140,246.80,888.5,245.57,-12.44,21.22,25.18,-118.35,14.18,12.418,460.0,0,0,23.42,1.169,2.83,-20.40,2.90,20.6,0,0.00,4,4.184,0,3.719,-1.384,0,0,1.000,0.080,0.080,0.054,0.060,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,81280.9,0.0,0.0,0.000,506.9,506.9,4500.0,0.000,0.000,0,0.000,0.000,0.000,10,10467.7,10.70
4468,44.6814,13575.920,100.391,13838.330,247.41,890.7,246.10,-14.99,20.48,26.29,-127.84,-36.91,13.826,2598.8,0,0,23.08,-0.296,1.54,-20.13,3.49,20.2,0,0.00,4,4.481,0,4.016,-1.681,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,81631.2,0.0,0.0,0.000,432.0,432.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,10,10472.1,10.69
4470,44.7014,13578.310,102.451,13834.500,247.87,892.3,246.31,-16.96,22.06,10.37,-98.29,78.95,12.895,6031.5,0,0,19.94,-2.738,0.95,-19.45,3.94,19.5,0,0.00,4,4.788,0,4.323,-1.988,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,81777.8,0.0,0.0,0.000,384.0,384.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,10,10476.4,10.70
4472,44.7214,13580.720,104.482,13830.650,248.26,893.7,246.45,-18.79,23.30,7.09,-91.64,62.08,11.306,921.8,0,0,18.17,-1.549,0.38,-18.73,4.36,18.7,0,0.00,4,5.138,0,4.674,-2.338,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,81882.1,0.0,0.0,0.000,336.0,336.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,10,10481.4,10.75
4474,44.7414,13583.120,106.499,13826.800,248.57,894.9,246.68,-20.56,22.61,11.74,-88.60,-34.63,9.771,4843.1,0,0,18.51,0.305,-0.16,-18.68,4.77,18.7,0,0.00,4,5.579,0,5.115,-2.779,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,82043.6,0.0,0.0,0.000,288.0,288.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,10,10485.5,10.83
4476,44.7614,13585.540,108.486,13822.930,248.72,895.4,246.82,-22.22,21.15,6.93,-82.95,-72.83,11.275,1945.8,0,0,17.03,-1.291,-0.69,-18.58,5.15,18.6,0,0.00,4,6.014,0,5.549,-3.214,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,82141.0,0.0,0.0,0.000,240.0,240.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,10,10490.1,10.96
4478,44.7814,13587.960,110.442,13819.040,248.76,895.5,246.84,-23.71,19.81,0.65,-74.15,-67.45,10.219,603.7,0,0,15.33,-1.492,-1.19,-18.45,5.49,18.5,0,0.00,4,6.462,0,5.997,-3.662,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,82156.9,0.0,0.0,0.000,192.0,192.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,10,10495.1,11.15
4480,44.8014,13590.380,112.366,13815.150,248.70,895.3,246.73,-25.18,18.55,-5.40,-73.44,-63.02,9.880,376.6,0,0,16.00,0.584,-1.68,-18.30,5.83,18.4,0,0.00,4,6.883,0,6.418,-4.083,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,82095.3,0.0,0.0,0.000,144.0,144.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,10,10499.8,11.40
4482,44.8214,13592.820,114.257,13811.250,248.54,894.7,246.51,-26.57,17.31,-11.02,-69.64,-61.70,9.550,345.9,0,0,15.23,-0.671,-2.14,-18.14,6.15,18.3,0,0.00,4,6.883,0,6.418,-4.083,0,0,0.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,81961.1,0.0,0.0,0.000,96.0,96.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,10,10504.1,11.68
4484,44.8414,13595.250,116.118,13807.340,248.32,894.0,246.25,-27.85,15.82,-12.98,-64.30,-74.59,10.126,704.6,0,0,13.92,-1.136,-2.59,-18.13,6.45,18.3,0,0.00,2,6.947,0,6.482,-4.147,0,0,0.000,0.040,0.040,0.027,0.030,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,81802.2,0.0,0.0,0.000,61.4,61.4,4500.0,0.000,0.000,0,0.000,0.000,0.000,10,10508.9,12.05
4486,44.8614,13597.680,117.967,13803.430,248.18,893.5,246.07,-29.17,13.89,-8.73,-65.60,-96.68,11.943,1126.4,0,0,13.28,-0.566,-3.30,-18.41,6.76,18.7,0,0.00,0,-1.000,0,,0.000,0,0,1.000,0.040,0.040,0.027,0.030,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,81702.6,0.0,0.0,0.000,104.6,104.6,4500.0,0.000,0.000,0,0.000,0.000,0.000,10,10513.8,12.55
4488,44.8814,13600.120,119.812,13799.520,248.15,893.3,245.98,-30.40,12.18,-4.55,-61.51,-85.19,10.721,644.6,0,0,12.79,-0.425,-3.99,-18.67,7.04,19.1,0,0.00,0,-1.000,0,,0.000,0,0,1.000,0.040,0.040,0.027,0.030,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,81660.4,0.0,0.0,0.000,147.8,147.8,4500.0,0.000,0.000,0,0.000,0.000,0.000,10,10518.3,13.08
4490,44.9014,13602.550,121.654,13795.610,248.20,893.5,245.96,-31.55,10.57,-1.04,-57.47,-80.59,10.090,353.1,0,0,11.90,-0.778,-4.67,-18.91,7.31,19.5,0,0.00,0,-1.000,0,,0.000,0,0,1.000,0.040,0.040,0.027,0.030,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,81666.1,0.0,0.0,0.000,191.0,191.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,10,10522.6,13.72
4492,44.9214,13604.990,123.493,13791.700,248.33,894.0,246.01,-32.63,9.11,2.47,-54.07,-72.83,9.250,458.1,0,0,11.57,-0.287,-5.33,-19.11,7.55,19.8,0,0.00,0,-1.000,0,,0.000,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,81719.3,0.0,0.0,0.000,220.8,220.8,4500.0,0.000,0.000,0,0.000,0.000,0.000,10,10527.0,14.47
4494,44.9414,13607.430,125.331,13787.780,248.54,894.7,246.13,-33.62,7.84,5.80,-49.68,-63.74,8.259,531.9,0,0,10.80,-0.665,-5.96,-19.27,7.78,20.1,0,0.00,0,-1.000,0,,0.000,0,0,1.000,0.040,0.040,0.027,0.030,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,81817.1,0.0,0.0,0.000,277.4,277.4,4500.0,0.000,0.000,0,0.000,0.000,0.000,10,10532.0,15.47
4496,44.9614,13609.870,127.166,13783.860,248.81,895.7,246.31,-34.55,6.76,9.11,-46.56,-53.72,7.306,549.7,0,0,10.06,-0.654,-6.59,-19.38,7.99,20.4,0,0.00,0,-1.000,0,,0.000,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,81959.2,0.0,0.0,0.000,307.2,307.2,4500.0,0.000,0.000,0,0.000,0.000,0.000,10,10536.0,16.37
4498,44.9814,13612.310,129.001,13779.920,249.17,897.0,246.57,-35.37,5.94,13.31,-40.77,-41.47,6.081,709.7,0,0,8.90,-1.006,-7.18,-19.44,8.16,20.7,0,0.00,0,-1.000,0,,0.000,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,82156.0,0.0,0.0,0.000,350.4,350.4,4500.0,0.000,0.000,0,0.000,0.000,0.000,10,10540.6,17.58
4500,45.0014,13614.760,130.836,13775.980,249.60,898.6,246.93,-36.07,5.38,17.51,-35.27,-27.65,4.904,772.4,0,0,7.80,-0.961,-7.73,-19.43,8.31,20.9,0,0.00,0,-1.000,0,,0.000,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,82406.8,0.0,0.0,0.000,393.6,393.6,4500.0,0.000,0.000,0,0.000,0.000,0.000,10,10544.8,18.76
4502,45.0214,13617.210,132.671,13772.030,250.12,900.4,247.36,-36.68,5.15,21.73,-30.35,-11.60,3.984,865.8,0,0,6.79,-0.881,-8.23,-19.37,8.43,21.0,0,0.00,0,-1.000,0,,0.000,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,82712.3,0.0,0.0,0.000,436.8,436.8,4500.0,0.000,0.000,0,0.000,0.000,0.000,10,10549.5,20.29
4504,45.0414,13619.670,134.508,13768.070,250.71,902.5,247.88,-37.20,5.28,25.78,-26.06,6.34,3.792,944.0,0,0,5.89,-0.788,-8.66,-19.22,8.54,21.0,0,0.00,0,-1.000,0,,0.000,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,83070.5,0.0,0.0,0.000,480.0,480.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,10,10554.0,21.84
4506,45.0614,13622.130,136.346,13764.090,251.35,904.9,248.45,-37.65,5.80,28.66,-22.34,26.05,4.558,1013.4,0,0,5.08,-0.710,-9.03,-19.01,8.62,21.0,0,0.00,0,-1.000,0,,0.000,0,0,1.000,0.040,0.040,0.027,0.030,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,83466.1,0.0,0.0,0.000,493.4,493.4,4500.0,0.000,0.000,0,0.000,0.000,0.000,10,10557.5,23.20
4508,45.0814,13624.600,138.186,13760.100,251.99,907.2,249.01,-38.07,6.76,28.08,-20.95,48.34,6.086,1117.0,0,0,4.76,-0.275,-9.33,-18.70,8.69,20.8,0,0.00,0,-1.000,0,,0.000,0,0,1.000,0.080,0.080,0.054,0.060,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,83854.3,0.0,0.0,0.000,506.9,506.9,4500.0,0.000,0.000,0,0.000,0.000,0.000,11,10562.2,25.06
4510,45.1014,13627.070,140.028,13756.100,252.63,909.5,249.55,-38.50,8.17,26.99,-21.59,70.31,7.986,1100.1,0,0,4.90,0.124,-9.57,-18.30,8.77,20.6,0,0.00,0,-1.000,0,,0.000,0,0,1.000,0.080,0.080,0.054,0.060,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,84229.6,0.0,0.0,0.000,506.9,506.9,4500.0,0.000,0.000,0,0.000,0.000,0.000,11,10566.8,26.76
4512,45.1214,13629.550,141.872,13752.090,253.27,911.8,250.05,-38.99,10.06,25.14,-24.49,94.63,10.288,1228.1,0,0,6.07,1.016,-9.77,-17.81,8.86,20.2,0,0.00,0,-1.000,0,,0.000,0,0,1.000,0.080,0.080,0.054,0.060,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,84583.5,0.0,0.0,0.000,506.9,506.9,4500.0,0.000,0.000,0,0.000,0.000,0.000,11,10572.0,28.73
4514,45.1414,13632.040,143.719,13748.060,253.91,914.1,250.50,-39.57,12.41,22.51,-29.24,117.44,12.548,1172.3,0,0,7.12,0.916,-9.92,-17.21,8.98,19.8,0,0.00,0,-1.000,0,,0.000,0,0,1.000,0.080,0.080,0.054,0.060,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,84906.9,0.0,0.0,0.000,506.9,506.9,4500.0,0.000,0.000,0,0.000,0.000,0.000,11,10576.7,30.47
4516,45.1614,13634.530,145.568,13744.020,254.55,916.4,250.89,-40.24,15.21,19.42,-33.26,139.88,14.789,1150.4,0,0,8.01,0.782,-10.04,-16.51,9.11,19.3,0,0.00,0,-1.000,0,,0.000,0,0,1.000,0.120,0.120,0.081,0.090,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,85194.0,0.0,0.0,0.000,520.3,520.3,4500.0,0.000,0.000,0,0.000,0.000,0.000,11,10581.4,32.27
4518,45.1814,13637.020,147.419,13739.960,255.19,918.7,251.20,-41.00,18.41,15.56,-37.85,160.18,16.853,1058.6,0,0,8.81,0.691,-10.14,-15.72,9.27,18.6,0,0.00,0,-1.000,0,,0.000,0,0,1.000,0.080,0.080,0.054,0.060,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,85436.3,0.0,0.0,0.000,506.9,506.9,4500.0,0.000,0.000,0,0.000,0.000,0.000,11,10585.0,33.64
4520,45.2014,13639.520,149.271,13735.900,255.83,921.0,251.44,-41.79,21.95,11.71,-39.68,176.62,18.492,849.2,0,0,9.46,0.575,-10.22,-14.86,9.44,18.0,0,0.00,0,-1.000,0,,0.000,0,0,1.000,0.080,0.080,0.054,0.060,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,85633.5,0.0,0.0,0.000,506.9,506.9,4500.0,0.000,0.000,0,0.000,0.000,0.000,11,10590.9,35.86
4522,45.2214,13642.030,151.124,13731.820,256.47,923.3,251.58,-42.63,25.81,7.02,-42.20,193.35,20.186,877.4,0,0,10.05,0.512,-10.28,-13.92,9.62,17.2,0,0.00,0,-1.000,0,,0.000,0,0,1.000,0.040,0.040,0.027,0.030,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,85777.8,0.0,0.0,0.000,493.4,493.4,4500.0,0.000,0.000,0,0.000,0.000,0.000,11,10595.4,37.55
4524,45.2414,13644.540,152.977,13727.720,257.10,925.6,251.63,-43.46,29.89,2.75,-41.19,204.08,21.225,580.0,0,0,9.58,-0.409,-10.33,-12.93,9.80,16.5,0,0.00,0,-1.000,0,,0.000,0,0,1.000,0.040,0.040,0.027,0.030,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,85875.0,0.0,0.0,0.000,493.4,493.4,4500.0,0.000,0.000,0,0.000,0.000,0.000,11,10600.2,39.40
4526,45.2614,13647.050,154.830,13723.620,257.73,927.8,251.60,-44.22,34.16,-1.43,-38.03,213.45,22.102,536.9,0,0,8.64,-0.824,-10.37,-11.90,9.97,15.7,0,0.00,0,-1.000,0,,0.000,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,85928.8,0.0,0.0,0.000,480.0,480.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,11,10605.3,41.32
4528,45.2814,13649.570,156.683,13719.500,258.36,930.1,251.50,-44.86,38.56,-5.19,-32.31,219.92,22.665,470.9,0,0,7.36,-1.120,-10.39,-10.85,10.11,15.0,0,0.00,0,-1.000,0,,0.000,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,85946.9,0.0,0.0,0.000,480.0,480.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,11,10610.2,43.16
4530,45.3014,13652.100,158.534,13715.360,258.99,932.4,251.31,-45.40,43.08,-9.24,-27.00,226.09,23.230,454.4,0,0,6.19,-1.016,-10.41,-9.77,10.24,14.2,0,0.00,0,-1.000,0,,0.000,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,85932.1,0.0,0.0,0.000,480.0,480.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,11,10614.4,44.74
4532,45.3214,13654.630,160.384,13711.210,259.62,934.6,251.04,-45.85,47.72,-13.63,-22.33,231.70,23.769,425.9,0,0,5.16,-0.899,-10.43,-8.66,10.35,13.5,0,0.00,0,-1.000,0,,0.000,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,85888.0,0.0,0.0,0.000,480.0,480.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,11,10619.4,46.62
4534,45.3414,13657.170,162.232,13707.050,260.24,936.9,250.68,-46.22,52.45,-18.33,-18.26,236.75,24.277,400.3,0,0,4.26,-0.789,-10.44,-7.54,10.45,12.9,0,0.00,0,-1.000,0,,0.000,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,85820.8,0.0,0.0,0.000,480.0,480.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,11,10624.5,48.55
4536,45.3614,13659.710,164.078,13702.880,260.86,939.1,250.21,-46.51,57.28,-23.29,-14.74,241.23,24.750,377.8,0,0,3.47,-0.688,-10.46,-6.39,10.53,12.2,0,0.00,0,-1.000,0,,0.000,0,0,1.000,0.000,0.000,0.000,0.000,1,0.00,0,1.000,0.000,0.000,0.000,0.000,0.000,0.000,1.00,0.0,0,0,1.000,1.000,0.00,0.0,0,0.000,85738.8,0.0,0.0,0.000,480.0,480.0,4500.0,0.000,0.000,0,0.000,0.000,0.000,11,10629.8,50.52
