sample,time_s,aeroMode,airDensity,windX,windY,windZ,turbX,turbY,turbZ,dragMult,liftMult,downforceMult,geMult,relAirX,relAirY,relAirZ,relAirLocalX,relAirLocalY,relAirLocalZ,airSpeed_ms,dynPressure_pa,bodyDragN,bodyLiftN,surfDragN,surfLiftN,geForceN,totalForceN,totalTorqueNm,copX,copY,copZ,aoa_deg,sideSlip_deg,aeroAccelG,forceClamped,torqueClamped,rejectedValues
456,4.5614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,13.16,40.01,122.84,1.23,4.82,129.76,129.86,10328.9,22690.4,0.0,0.0,0.0,20657.8,47179.9,14825.3,9382.943,41.209,12298.530,-2.13,0.54,0.437,0,0,0
458,4.5814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,13.12,40.87,123.38,1.63,5.52,130.50,130.63,10451.9,22949.9,0.0,0.0,0.0,20903.7,47749.5,15023.5,9383.217,42.027,12300.990,-2.42,0.72,0.442,0,0,0
460,4.6014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,13.04,41.14,124.10,2.04,5.21,131.28,131.39,10574.5,23221.8,0.0,0.0,0.0,21149.0,48304.1,15184.3,9383.487,42.844,12303.470,-2.27,0.89,0.448,0,0,0
462,4.6214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,12.89,42.01,124.64,2.44,5.35,132.02,132.16,10697.3,23487.7,0.0,0.0,0.0,21394.1,48865.1,15361.5,9383.753,43.671,12305.960,-2.32,1.06,0.453,0,0,0
464,4.6414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,12.75,41.88,125.50,2.91,4.96,132.79,132.91,10820.5,23760.7,0.0,0.0,0.0,21640.5,49420.8,15523.2,9384.013,44.510,12308.460,-2.14,1.26,0.458,0,0,0
466,4.6614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,12.55,42.58,126.08,3.40,5.06,133.53,133.67,10943.7,24026.4,0.0,0.0,0.0,21887.4,49983.0,15701.0,9384.262,45.355,12310.980,-2.17,1.46,0.463,0,0,0
468,4.6814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,12.36,43.22,126.67,3.75,4.95,134.27,134.41,11066.0,24293.3,0.0,0.0,0.0,22131.9,50538.1,15878.2,9384.517,46.210,12313.510,-2.11,1.60,0.468,0,0,0
470,4.7014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,12.10,43.54,127.39,4.09,5.01,135.01,135.17,11190.6,24563.1,0.0,0.0,0.0,22381.0,51105.9,16048.5,9384.760,47.078,12316.050,-2.13,1.74,0.474,0,0,0
472,4.7214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,11.79,43.65,128.18,4.24,4.22,135.79,135.92,11315.1,24845.2,0.0,0.0,0.0,22630.0,51664.4,16206.2,9385.003,47.947,12318.610,-1.78,1.79,0.479,0,0,0
474,4.7414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,11.47,44.73,128.63,4.43,4.79,136.51,136.67,11440.4,25111.8,0.0,0.0,0.0,22880.6,52241.8,16397.5,9385.235,48.832,12321.180,-2.01,1.86,0.484,0,0,0
476,4.7614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,11.15,45.24,129.27,4.58,4.84,137.25,137.41,11565.6,25384.9,0.0,0.0,0.0,23131.1,52813.3,16580.3,9385.459,49.729,12323.760,-2.02,1.91,0.489,0,0,0
478,4.7814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,10.82,45.38,130.05,4.67,4.55,138.01,138.16,11691.5,25664.3,0.0,0.0,0.0,23382.9,53384.0,16750.7,9385.676,50.632,12326.360,-1.89,1.94,0.495,0,0,0
480,4.8014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,10.47,46.08,130.62,4.64,4.35,138.76,138.91,11818.5,25946.5,0.0,0.0,0.0,23636.9,53961.7,16928.3,9385.891,51.543,12328.970,-1.79,1.92,0.500,0,0,0
482,4.8214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,10.12,46.67,131.24,4.60,4.69,139.50,139.65,11945.6,26222.5,0.0,0.0,0.0,23891.1,54546.0,17123.8,9386.098,52.469,12331.590,-1.93,1.89,0.505,0,0,0
484,4.8414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,9.78,47.44,131.77,4.51,4.82,140.24,140.39,12072.4,26500.9,0.0,0.0,0.0,24144.8,55127.1,17299.3,9386.298,53.407,12334.230,-1.97,1.84,0.511,0,0,0
486,4.8614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,9.46,47.12,132.70,4.38,4.11,141.01,141.14,12200.8,26793.5,0.0,0.0,0.0,24401.6,55706.2,17472.9,9386.491,54.348,12336.880,-1.67,1.78,0.516,0,0,0
488,4.8814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,9.13,47.92,133.23,4.26,4.06,141.76,141.88,12329.4,27078.1,0.0,0.0,0.0,24658.7,56293.2,17651.9,9386.678,55.295,12339.540,-1.64,1.72,0.522,0,0,0
490,4.9014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,8.82,48.34,133.89,4.08,4.46,142.49,142.62,12458.5,27359.6,0.0,0.0,0.0,24914.7,56885.8,17856.1,9386.860,56.261,12342.210,-1.79,1.64,0.527,0,0,0
492,4.9214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,8.54,48.83,134.52,3.84,4.93,143.22,143.36,12588.4,27642.0,0.0,0.0,0.0,25176.7,57487.3,18054.5,9387.040,57.229,12344.900,-1.97,1.53,0.533,0,0,0
494,4.9414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,8.26,49.26,135.17,3.65,5.15,143.97,144.11,12719.6,27929.7,0.0,0.0,0.0,25439.1,58089.9,18247.7,9387.210,58.210,12347.600,-2.05,1.45,0.538,0,0,0
496,4.9614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,8.00,49.41,135.93,3.47,5.08,144.72,144.85,12851.5,28222.4,0.0,0.0,0.0,25702.7,58691.7,18436.1,9387.371,59.197,12350.320,-2.01,1.37,0.544,0,0,0
498,4.9814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,7.78,49.76,136.60,3.32,4.73,145.47,145.59,12982.1,28515.7,0.0,0.0,0.0,25964.1,59284.6,18607.2,9387.526,60.190,12353.040,-1.86,1.31,0.549,0,0,0
500,5.0014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,7.56,50.41,137.16,3.18,3.76,146.25,146.33,13115.0,28820.3,0.0,0.0,0.0,26229.8,59881.6,18779.4,9387.673,61.183,12355.780,-1.47,1.25,0.555,0,0,0
502,5.0214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,7.33,50.99,137.76,2.99,3.25,147.01,147.07,13249.0,29121.5,0.0,0.0,0.0,26497.5,60489.6,18965.7,9387.819,62.196,12358.530,-1.27,1.17,0.561,0,0,0
504,5.0414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,7.11,51.79,138.27,2.80,4.18,147.73,147.82,13383.4,29409.4,0.0,0.0,0.0,26766.8,61112.6,19172.6,9387.964,63.230,12361.300,-1.62,1.09,0.566,0,0,0
506,5.0614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,6.92,51.65,139.12,2.63,3.71,148.49,148.56,13518.3,29712.5,0.0,0.0,0.0,27036.6,61724.8,19355.7,9388.104,64.264,12364.070,-1.43,1.01,0.572,0,0,0
508,5.0814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,6.73,51.90,139.83,2.48,3.35,149.25,149.31,13654.2,30015.8,0.0,0.0,0.0,27307.9,62341.8,19548.3,9388.236,65.297,12366.870,-1.29,0.95,0.578,0,0,0
510,5.1014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,6.56,52.75,140.32,2.25,3.89,149.98,150.05,13790.0,30310.8,0.0,0.0,0.0,27579.9,62967.8,19747.6,9388.376,66.347,12369.670,-1.49,0.86,0.584,0,0,0
512,5.1214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,6.40,53.07,141.00,2.10,3.25,150.74,150.79,13926.7,30618.5,0.0,0.0,0.0,27852.7,63586.0,19929.5,9388.502,67.404,12372.480,-1.24,0.80,0.589,0,0,0
514,5.1414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,6.26,53.58,141.61,1.92,2.65,151.50,151.54,14064.8,30928.1,0.0,0.0,0.0,28129.4,64213.0,20120.7,9388.631,68.469,12375.310,-1.00,0.73,0.595,0,0,0
516,5.1614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,6.10,54.36,142.11,1.87,3.71,152.22,152.27,14201.9,31221.0,0.0,0.0,0.0,28403.6,64847.3,20344.3,9388.751,69.555,12378.150,-1.40,0.70,0.601,0,0,0
518,5.1814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,5.98,54.48,142.86,1.68,3.25,152.97,153.01,14340.2,31530.4,0.0,0.0,0.0,28680.4,65475.4,20536.2,9388.877,70.644,12381.000,-1.22,0.63,0.607,0,0,0
520,5.2014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,5.87,55.15,143.40,1.60,3.87,153.70,153.75,14479.7,31831.7,0.0,0.0,0.0,28959.4,66117.8,20740.7,9388.994,71.745,12383.870,-1.44,0.60,0.613,0,0,0
522,5.2214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,5.77,55.19,144.19,1.51,3.51,154.45,154.50,14619.7,32143.7,0.0,0.0,0.0,29239.1,66753.6,20942.5,9389.109,72.847,12386.750,-1.30,0.56,0.619,0,0,0
524,5.2414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,5.66,56.25,144.57,1.39,3.63,155.18,155.23,14758.8,32449.1,0.0,0.0,0.0,29517.2,67389.9,21138.9,9389.226,73.964,12389.630,-1.34,0.51,0.625,0,0,0
526,5.2614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,5.56,55.95,145.48,1.27,3.25,155.93,155.97,14899.7,32763.0,0.0,0.0,0.0,29799.3,68030.3,21326.9,9389.339,75.083,12392.540,-1.20,0.47,0.630,0,0,0
528,5.2814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,5.48,57.13,145.81,1.19,4.55,156.63,156.70,15039.9,33057.9,0.0,0.0,0.0,30006.3,68618.4,21557.8,9389.451,76.223,12395.450,-1.67,0.44,0.636,0,0,0
530,5.3014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,5.40,57.37,146.48,1.09,4.14,157.35,157.40,15175.4,33361.3,0.0,0.0,0.0,30350.5,69297.2,21744.5,9389.563,77.362,12398.380,-1.51,0.40,0.642,0,0,0
532,5.3214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,5.34,57.51,147.22,1.02,3.58,158.10,158.14,15317.7,33680.4,0.0,0.0,0.0,30635.3,69941.8,21927.8,9389.674,78.505,12401.320,-1.30,0.37,0.648,0,0,0
534,5.3414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,5.28,58.22,147.73,0.99,4.51,158.81,158.87,15460.3,33983.9,0.0,0.0,0.0,30919.8,70601.1,22159.2,9389.778,79.672,12404.270,-1.63,0.36,0.654,0,0,0
536,5.3614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,5.23,58.69,148.33,1.04,5.15,159.52,159.61,15603.3,34290.1,0.0,0.0,0.0,31205.2,71260.9,22376.2,9389.882,80.844,12407.240,-1.85,0.37,0.660,0,0,0
538,5.3814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,5.17,59.04,148.99,0.99,5.94,160.23,160.34,15747.2,34595.3,0.0,0.0,0.0,31493.9,71929.8,22605.9,9389.987,82.023,12410.220,-2.12,0.35,0.667,0,0,0
540,5.4014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,5.12,58.72,149.90,0.97,5.53,160.98,161.08,15891.5,34919.0,0.0,0.0,0.0,31782.5,72582.5,22792.6,9390.090,83.200,12413.210,-1.97,0.35,0.673,0,0,0
542,5.4214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,5.06,58.99,150.59,0.92,5.77,161.70,161.81,16036.1,35233.7,0.0,0.0,0.0,32072.2,73246.6,23021.3,9390.193,84.383,12416.220,-2.04,0.32,0.679,0,0,0
544,5.4414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,5.01,59.50,151.18,0.79,6.74,162.41,162.55,16183.5,35542.0,0.0,0.0,0.0,32367.0,73934.6,23263.6,9390.301,85.578,12419.240,-2.38,0.28,0.685,0,0,0
546,5.4614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,4.97,59.56,151.95,0.75,6.63,163.15,163.28,16329.8,35865.8,0.0,0.0,0.0,32658.8,74600.0,23458.9,9390.402,86.769,12422.280,-2.33,0.26,0.691,0,0,0
548,5.4814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,4.96,60.04,152.54,0.66,6.23,163.89,164.01,16475.0,36192.5,0.0,0.0,0.0,32950.0,75257.2,23662.1,9390.505,87.961,12425.320,-2.18,0.23,0.697,0,0,0
550,5.5014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,4.92,60.39,153.19,0.68,5.63,164.64,164.74,16621.8,36524.9,0.0,0.0,0.0,33243.6,75918.7,23841.6,9390.598,89.161,12428.380,-1.96,0.24,0.704,0,0,0
552,5.5214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,4.96,61.57,153.48,0.67,7.94,165.25,165.44,16765.0,36798.1,0.0,0.0,0.0,33529.4,76610.5,24137.7,9390.701,90.393,12431.460,-2.75,0.23,0.710,0,0,0
554,5.5414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,4.92,61.94,154.11,0.74,7.93,165.98,166.17,16912.2,37121.8,0.0,0.0,0.0,33824.1,77282.4,24332.8,9390.804,91.625,12434.540,-2.74,0.26,0.716,0,0,0
556,5.5614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,4.88,61.93,154.90,0.85,8.41,166.68,166.89,17059.7,37435.8,0.0,0.0,0.0,34119.3,77965.4,24566.6,9390.900,92.868,12437.630,-2.89,0.29,0.723,0,0,0
558,5.5814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,4.83,62.34,155.52,1.05,8.66,167.39,167.61,17208.0,37756.0,0.0,0.0,0.0,34415.9,78647.5,24789.9,9390.999,94.110,12440.740,-2.96,0.36,0.729,0,0,0
560,5.6014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,4.76,62.07,156.40,1.29,8.46,168.12,168.34,17356.7,38086.8,0.0,0.0,0.0,34672.9,79286.5,25000.4,9391.104,95.357,12443.860,-2.88,0.44,0.735,0,0,0
562,5.6214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,4.66,62.54,156.98,1.67,8.92,168.79,169.04,17501.6,38393.5,0.0,0.0,0.0,35002.8,79992.0,25216.0,9391.204,96.602,12447.000,-3.02,0.57,0.741,0,0,0
564,5.6414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,4.54,63.05,157.55,1.95,9.44,169.48,169.76,17650.6,38707.4,0.0,0.0,0.0,35301.3,80683.9,25456.2,9391.313,97.861,12450.150,-3.19,0.66,0.748,0,0,0
566,5.6614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,4.39,62.97,158.36,2.25,9.57,170.19,170.48,17800.8,39032.9,0.0,0.0,0.0,35601.5,81371.7,25688.1,9391.414,99.125,12453.310,-3.22,0.76,0.754,0,0,0
568,5.6814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,4.20,63.39,158.97,2.62,9.79,170.90,171.20,17951.5,39356.3,0.0,0.0,0.0,35902.8,82063.7,25901.4,9391.504,100.391,12456.490,-3.28,0.88,0.760,0,0,0
570,5.7014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,3.98,62.95,159.93,3.05,8.88,171.66,171.92,18102.8,39708.3,0.0,0.0,0.0,36204.8,82731.3,26071.3,9391.587,101.649,12459.680,-2.96,1.02,0.767,0,0,0
572,5.7214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,3.73,63.13,160.64,3.28,9.17,172.36,172.64,18254.3,40032.7,0.0,0.0,0.0,36508.4,83428.9,26308.0,9391.668,102.916,12462.890,-3.05,1.09,0.773,0,0,0
574,5.7414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,3.46,63.96,161.08,3.69,9.89,173.03,173.35,18405.9,40344.3,0.0,0.0,0.0,36811.7,84136.0,26556.9,9391.730,104.192,12466.110,-3.27,1.22,0.780,0,0,0
576,5.7614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,3.15,63.62,161.99,3.99,8.91,173.79,174.07,18558.2,40700.8,0.0,0.0,0.0,37115.3,84806.3,26719.6,9391.794,105.462,12469.350,-2.93,1.31,0.786,0,0,0
578,5.7814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,2.82,64.16,162.55,4.19,9.33,174.48,174.78,18710.1,41022.4,0.0,0.0,0.0,37413.0,85502.9,26955.6,9391.849,106.741,12472.600,-3.06,1.38,0.792,0,0,0
580,5.8014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,2.47,65.00,162.98,4.51,10.59,175.10,175.48,18860.1,41315.5,0.0,0.0,0.0,37719.5,86222.7,27232.1,9391.887,108.043,12475.850,-3.46,1.47,0.799,0,0,0
582,5.8214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,2.10,65.35,163.60,4.41,10.91,175.79,176.18,19012.0,41641.7,0.0,0.0,0.0,38024.0,86925.5,27458.5,9391.935,109.349,12479.120,-3.55,1.44,0.806,0,0,0
584,5.8414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,1.73,64.92,164.54,4.39,9.80,176.56,176.89,19165.3,42009.7,0.0,0.0,0.0,38260.7,87535.9,27625.2,9391.975,110.645,12482.410,-3.18,1.42,0.811,0,0,0
586,5.8614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,1.37,65.38,165.08,4.34,8.12,177.32,177.56,19310.6,42369.7,0.0,0.0,0.0,38620.9,88223.3,27767.9,9392.004,111.943,12485.700,-2.62,1.40,0.818,0,0,0
588,5.8814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,1.01,65.19,165.92,4.25,7.06,178.08,178.27,19465.6,42733.3,0.0,0.0,0.0,38931.1,88911.6,27935.7,9392.025,113.244,12489.020,-2.27,1.37,0.824,0,0,0
590,5.9014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,0.65,65.17,166.70,4.13,6.56,178.81,178.98,19621.3,43086.3,0.0,0.0,0.0,39242.6,89614.9,28152.5,9392.043,114.546,12492.340,-2.10,1.32,0.830,0,0,0
592,5.9214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,0.31,65.30,167.41,4.01,6.27,179.54,179.69,19777.7,43436.5,0.0,0.0,0.0,39555.3,90324.8,28364.5,9392.052,115.850,12495.690,-2.00,1.28,0.837,0,0,0
594,5.9414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.03,65.35,168.16,3.91,5.73,180.28,180.41,19935.6,43793.8,0.0,0.0,0.0,39871.3,91038.4,28580.8,9392.051,117.153,12499.050,-1.82,1.24,0.844,0,0,0
596,5.9614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.35,65.63,168.81,3.66,6.20,180.98,181.13,20093.9,44137.0,0.0,0.0,0.0,40187.8,91769.1,28819.3,9392.051,118.470,12502.420,-1.96,1.16,0.850,0,0,0
598,5.9814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.66,65.64,169.58,3.58,6.17,181.70,181.84,20253.6,44489.6,0.0,0.0,0.0,40507.2,92497.9,29037.7,9392.036,119.786,12505.810,-1.94,1.13,0.857,0,0,0
600,6.0014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.96,65.81,170.28,3.44,6.62,182.40,182.56,20412.6,44833.0,0.0,0.0,0.0,40825.1,93231.5,29292.0,9392.018,121.106,12509.210,-2.08,1.08,0.864,0,0,0
602,6.0214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-1.26,66.76,170.67,3.32,6.69,183.12,183.27,20572.5,45184.7,0.0,0.0,0.0,41143.8,93962.1,29521.7,9391.993,122.429,12512.630,-2.09,1.04,0.871,0,0,0
604,6.0414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-1.53,66.53,171.53,3.15,6.26,183.85,183.98,20733.2,45546.9,0.0,0.0,0.0,41466.3,94690.5,29741.5,9391.967,123.760,12516.050,-1.95,0.98,0.877,0,0,0
606,6.0614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-1.80,66.97,172.12,3.02,7.65,184.51,184.70,20894.1,45876.3,0.0,0.0,0.0,41788.0,95449.1,30017.5,9391.931,125.100,12519.490,-2.37,0.94,0.885,0,0,0
608,6.0814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-2.06,66.98,172.87,2.97,8.57,185.18,185.41,21055.0,46210.8,0.0,0.0,0.0,42109.6,96202.3,30283.0,9391.888,126.444,12522.950,-2.65,0.92,0.892,0,0,0
610,6.1014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-2.32,66.59,173.78,2.87,8.32,185.91,186.12,21216.4,46572.4,0.0,0.0,0.0,42432.4,96934.3,30512.9,9391.840,127.780,12526.420,-2.56,0.88,0.898,0,0,0
612,6.1214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-2.57,66.28,174.66,2.70,7.95,186.64,186.83,21378.5,46938.2,0.0,0.0,0.0,42756.9,97667.5,30721.4,9391.791,129.109,12529.910,-2.44,0.83,0.905,0,0,0
614,6.1414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-2.80,66.09,175.48,2.57,8.22,187.34,187.54,21541.4,47291.7,0.0,0.0,0.0,43082.6,98417.1,30967.9,9391.735,130.435,12533.420,-2.51,0.78,0.912,0,0,0
616,6.1614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-3.03,65.74,176.37,2.42,7.75,188.07,188.25,21705.2,47663.0,0.0,0.0,0.0,43410.0,99155.8,31187.9,9391.677,131.754,12536.940,-2.36,0.74,0.919,0,0,0
618,6.1814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-3.24,65.73,177.13,2.29,7.28,188.80,188.96,21869.5,48034.8,0.0,0.0,0.0,43738.4,99897.4,31414.6,9391.612,133.067,12540.480,-2.21,0.69,0.926,0,0,0
620,6.2014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-3.45,65.87,177.83,2.15,7.07,189.53,189.67,22034.4,48402.4,0.0,0.0,0.0,44068.0,100646.6,31626.6,9391.546,134.382,12544.030,-2.14,0.65,0.933,0,0,0
622,6.2214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-3.64,65.80,178.61,1.99,6.93,190.24,190.38,22199.6,48769.3,0.0,0.0,0.0,44398.8,101399.3,31862.6,9391.477,135.701,12547.600,-2.09,0.60,0.940,0,0,0
624,6.2414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-3.82,65.95,179.32,1.93,6.62,190.97,191.10,22367.1,49144.0,0.0,0.0,0.0,44733.7,102158.8,32084.7,9391.399,137.022,12551.180,-1.98,0.58,0.947,0,0,0
626,6.2614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-4.00,65.98,180.06,1.95,5.93,191.71,191.81,22534.9,49524.4,0.0,0.0,0.0,45069.7,102914.3,32304.4,9391.312,138.342,12554.780,-1.77,0.58,0.954,0,0,0
628,6.2814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-4.17,66.39,180.66,1.80,5.68,192.43,192.52,22702.4,49897.6,0.0,0.0,0.0,45404.4,103675.7,32557.3,9391.230,139.666,12558.380,-1.69,0.54,0.961,0,0,0
630,6.3014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-4.34,65.98,181.57,1.68,4.97,193.16,193.23,22870.2,50277.4,0.0,0.0,0.0,45740.4,104432.9,32762.0,9391.145,140.987,12562.010,-1.47,0.50,0.968,0,0,0
632,6.3214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-4.49,65.47,182.50,1.57,4.76,193.88,193.94,23038.4,50650.7,0.0,0.0,0.0,46076.1,105197.9,32995.7,9391.056,142.304,12565.660,-1.41,0.46,0.975,0,0,0
634,6.3414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-4.64,65.72,183.17,1.39,5.03,194.59,194.66,23208.3,51021.7,0.0,0.0,0.0,46416.6,105977.9,33255.0,9390.968,143.622,12569.320,-1.48,0.41,0.982,0,0,0
