sample,time_s,aeroMode,airDensity,windX,windY,windZ,turbX,turbY,turbZ,dragMult,liftMult,downforceMult,geMult,relAirX,relAirY,relAirZ,relAirLocalX,relAirLocalY,relAirLocalZ,airSpeed_ms,dynPressure_pa,bodyDragN,bodyLiftN,surfDragN,surfLiftN,geForceN,totalForceN,totalTorqueNm,copX,copY,copZ,aoa_deg,sideSlip_deg,aeroAccelG,forceClamped,torqueClamped,rejectedValues
182,1.8214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-0.98,0.02,17.86,-0.30,0.34,17.88,17.88,195.9,430.8,0.0,0.0,0.0,391.8,894.4,280.4,9383.187,3.461,12096.390,-1.08,-0.96,0.008,0,0,0
184,1.8414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-1.03,0.13,18.72,-0.30,0.46,18.74,18.75,215.4,473.4,0.0,0.0,0.0,430.7,983.3,308.4,9383.166,3.462,12096.760,-1.42,-0.93,0.009,0,0,0
186,1.8614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-1.05,0.07,19.59,-0.31,0.43,19.61,19.62,235.8,518.4,0.0,0.0,0.0,471.6,1076.6,337.5,9383.146,3.464,12097.150,-1.26,-0.90,0.010,0,0,0
188,1.8814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-1.07,0.02,20.46,-0.31,0.39,20.48,20.49,257.1,565.4,0.0,0.0,0.0,514.3,1174.0,368.0,9383.123,3.465,12097.550,-1.10,-0.87,0.011,0,0,0
190,1.9014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-1.11,0.08,21.33,-0.32,0.46,21.35,21.36,279.4,614.3,0.0,0.0,0.0,558.8,1275.7,400.0,9383.102,3.467,12097.980,-1.24,-0.85,0.012,0,0,0
192,1.9214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-1.15,0.19,22.20,-0.32,0.57,22.22,22.23,302.6,665.1,0.0,0.0,0.0,605.2,1381.6,433.4,9383.077,3.469,12098.420,-1.47,-0.82,0.013,0,0,0
194,1.9414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-1.16,0.19,23.06,-0.31,0.56,23.08,23.09,326.6,718.1,0.0,0.0,0.0,653.1,1491.3,467.8,9383.055,3.473,12098.870,-1.39,-0.77,0.014,0,0,0
196,1.9614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-1.18,0.44,23.92,-0.28,0.80,23.94,23.95,351.4,772.2,0.0,0.0,0.0,702.8,1605.0,504.1,9383.031,3.476,12099.350,-1.92,-0.66,0.015,0,0,0
198,1.9814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-1.20,0.27,24.79,-0.27,0.63,24.81,24.82,377.2,829.2,0.0,0.0,0.0,754.4,1722.4,540.4,9383.006,3.483,12099.840,-1.46,-0.63,0.016,0,0,0
200,2.0014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-1.23,0.28,25.65,-0.28,0.63,25.67,25.68,404.0,888.2,0.0,0.0,0.0,808.0,1844.8,578.7,9382.980,3.488,12100.340,-1.40,-0.62,0.017,0,0,0
202,2.0214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-1.27,0.38,26.52,-0.28,0.76,26.54,26.55,431.8,949.0,0.0,0.0,0.0,863.6,1971.8,618.9,9382.955,3.497,12100.870,-1.64,-0.60,0.018,0,0,0
204,2.0414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-1.31,0.42,27.38,-0.28,0.82,27.40,27.42,460.4,1011.9,0.0,0.0,0.0,920.8,2102.6,660.1,9382.930,3.505,12101.410,-1.71,-0.59,0.019,0,0,0
206,2.0614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-1.34,0.42,28.25,-0.28,0.80,28.27,28.28,490.0,1077.0,0.0,0.0,0.0,979.9,2237.5,702.2,9382.903,3.512,12101.970,-1.61,-0.58,0.021,0,0,0
208,2.0814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-1.36,0.40,29.11,-0.29,0.72,29.14,29.15,520.4,1144.0,0.0,0.0,0.0,1040.7,2376.0,745.3,9382.878,3.520,12102.550,-1.42,-0.57,0.022,0,0,0
210,2.1014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-1.40,0.65,29.97,-0.27,0.94,30.00,30.01,551.7,1212.4,0.0,0.0,0.0,1103.4,2519.5,791.0,9382.851,3.530,12103.150,-1.80,-0.51,0.023,0,0,0
212,2.1214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-1.42,0.48,30.84,-0.27,0.72,30.86,30.87,583.9,1283.7,0.0,0.0,0.0,1167.7,2665.9,836.2,9382.823,3.538,12103.760,-1.34,-0.50,0.025,0,0,0
214,2.1414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-1.44,0.37,31.70,-0.27,0.53,31.73,31.73,616.8,1356.4,0.0,0.0,0.0,1233.5,2815.9,882.7,9382.792,3.545,12104.390,-0.95,-0.48,0.026,0,0,0
216,2.1614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-1.51,0.76,32.55,-0.26,0.96,32.58,32.60,650.8,1430.3,0.0,0.0,0.0,1301.5,2971.9,932.8,9382.765,3.561,12105.030,-1.69,-0.46,0.028,0,0,0
218,2.1814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-1.54,0.73,33.42,-0.27,0.95,33.45,33.46,685.7,1507.3,0.0,0.0,0.0,1371.5,3131.5,982.8,9382.734,3.577,12105.700,-1.62,-0.45,0.029,0,0,0
220,2.2014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-1.60,0.99,34.27,-0.26,1.12,34.30,34.32,721.5,1585.4,0.0,0.0,0.0,1442.1,3294.3,1034.6,9382.705,3.592,12106.380,-1.87,-0.44,0.031,0,0,0
222,2.2214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-1.62,1.24,35.11,-0.24,1.26,35.15,35.17,757.8,1664.9,0.0,0.0,0.0,1515.4,3461.1,1087.5,9382.671,3.607,12107.070,-2.05,-0.39,0.032,0,0,0
224,2.2414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-1.65,1.18,35.98,-0.25,1.08,36.02,36.04,795.4,1748.2,0.0,0.0,0.0,1589.1,3630.9,1140.3,9382.636,3.627,12107.790,-1.72,-0.40,0.034,0,0,0
226,2.2614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-1.72,1.53,36.81,-0.26,1.44,36.86,36.89,833.3,1830.4,0.0,0.0,0.0,1666.5,3806.5,1196.8,9382.600,3.650,12108.520,-2.24,-0.41,0.035,0,0,0
228,2.2814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-1.72,1.33,37.68,-0.28,1.24,37.72,37.74,872.5,1917.3,0.0,0.0,0.0,1744.9,3984.7,1251.6,9382.562,3.677,12109.270,-1.88,-0.42,0.037,0,0,0
230,2.3014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-1.77,1.52,38.53,-0.29,1.37,38.58,38.60,912.7,2005.2,0.0,0.0,0.0,1825.3,4168.6,1309.7,9382.526,3.705,12110.030,-2.03,-0.43,0.039,0,0,0
232,2.3214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-1.79,1.46,39.39,-0.31,1.19,39.44,39.46,953.8,2096.2,0.0,0.0,0.0,1907.5,4355.7,1367.3,9382.492,3.730,12110.810,-1.73,-0.45,0.040,0,0,0
234,2.3414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-1.80,1.37,40.26,-0.32,1.01,40.31,40.32,995.7,2189.1,0.0,0.0,0.0,1991.0,4546.5,1426.3,9382.457,3.755,12111.610,-1.44,-0.46,0.042,0,0,0
236,2.3614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-1.86,1.86,41.08,-0.32,1.56,41.13,41.17,1037.9,2280.0,0.0,0.0,0.0,2075.8,4741.1,1490.0,9382.420,3.785,12112.430,-2.17,-0.44,0.044,0,0,0
238,2.3814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-1.88,1.83,41.94,-0.34,1.49,42.00,42.02,1081.6,2376.5,0.0,0.0,0.0,2163.2,4940.4,1552.1,9382.382,3.821,12113.270,-2.03,-0.47,0.046,0,0,0
240,2.4014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-1.89,1.75,42.80,-0.36,1.29,42.86,42.88,1126.1,2475.1,0.0,0.0,0.0,2252.1,5142.7,1614.4,9382.343,3.853,12114.120,-1.73,-0.48,0.048,0,0,0
242,2.4214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-1.92,2.09,43.64,-0.34,1.44,43.70,43.73,1171.3,2573.9,0.0,0.0,0.0,2342.1,5349.0,1679.8,9382.307,3.885,12114.980,-1.88,-0.45,0.050,0,0,0
244,2.4414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-1.92,2.05,44.49,-0.35,1.30,44.55,44.57,1217.0,2675.0,0.0,0.0,0.0,2433.9,5557.6,1744.4,9382.271,3.920,12115.870,-1.67,-0.45,0.052,0,0,0
246,2.4614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-1.92,2.20,45.34,-0.31,1.39,45.41,45.43,1264.2,2778.5,0.0,0.0,0.0,2528.4,5773.4,1812.6,9382.231,3.966,12116.770,-1.76,-0.39,0.054,0,0,0
248,2.4814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-1.96,2.38,46.18,-0.30,1.48,46.26,46.29,1312.2,2883.9,0.0,0.0,0.0,2624.5,5993.2,1881.9,9382.193,4.011,12117.690,-1.83,-0.38,0.056,0,0,0
250,2.5014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-2.00,2.48,47.03,-0.31,1.38,47.12,47.14,1361.1,2991.8,0.0,0.0,0.0,2722.2,6215.9,1951.1,9382.156,4.056,12118.620,-1.68,-0.38,0.058,0,0,0
252,2.5214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-2.02,2.49,47.89,-0.31,1.25,47.98,48.00,1410.9,3101.9,0.0,0.0,0.0,2821.8,6442.8,2021.5,9382.116,4.103,12119.570,-1.49,-0.37,0.060,0,0,0
254,2.5414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-2.07,2.76,48.73,-0.31,1.47,48.83,48.85,1461.6,3212.6,0.0,0.0,0.0,2923.3,6675.1,2095.5,9382.076,4.156,12120.540,-1.72,-0.37,0.062,0,0,0
256,2.5614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-2.10,2.89,49.57,-0.31,1.50,49.68,49.70,1513.1,3325.6,0.0,0.0,0.0,3026.1,6910.0,2169.3,9382.033,4.211,12121.530,-1.73,-0.35,0.064,0,0,0
258,2.5814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-2.11,2.80,50.43,-0.31,1.28,50.54,50.56,1565.4,3441.6,0.0,0.0,0.0,3130.8,7148.2,2242.7,9381.992,4.265,12122.530,-1.45,-0.35,0.066,0,0,0
260,2.6014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-2.13,2.83,51.28,-0.32,1.05,51.39,51.40,1618.5,3559.0,0.0,0.0,0.0,3236.6,7389.4,2317.1,9381.951,4.318,12123.550,-1.17,-0.35,0.068,0,0,0
262,2.6214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-2.21,3.40,52.10,-0.31,1.64,52.23,52.25,1672.4,3675.6,0.0,0.0,0.0,3344.9,7638.1,2398.0,9381.907,4.385,12124.590,-1.80,-0.34,0.071,0,0,0
264,2.6414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-2.24,3.59,52.93,-0.31,1.66,53.08,53.10,1727.2,3796.1,0.0,0.0,0.0,3454.4,7888.2,2476.9,9381.863,4.453,12125.640,-1.79,-0.34,0.073,0,0,0
266,2.6614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-2.23,3.69,53.77,-0.27,1.64,53.92,53.95,1782.5,3917.9,0.0,0.0,0.0,3565.1,8140.7,2555.6,9381.819,4.523,12126.710,-1.75,-0.28,0.075,0,0,0
268,2.6814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-2.30,4.12,54.59,-0.25,2.14,54.75,54.80,1839.1,4039.7,0.0,0.0,0.0,3678.1,8401.1,2641.1,9381.772,4.605,12127.800,-2.24,-0.26,0.078,0,0,0
270,2.7014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-2.32,4.05,55.44,-0.25,1.92,55.61,55.64,1896.3,4166.7,0.0,0.0,0.0,3792.5,8661.0,2720.6,9381.727,4.682,12128.910,-1.97,-0.26,0.080,0,0,0
272,2.7214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-2.37,4.31,56.27,-0.24,1.91,56.45,56.48,1954.2,4294.3,0.0,0.0,0.0,3908.3,8925.5,2803.4,9381.679,4.763,12130.020,-1.94,-0.25,0.083,0,0,0
274,2.7414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-2.37,4.38,57.11,-0.22,1.74,57.30,57.33,2013.1,4424.7,0.0,0.0,0.0,4026.2,9193.6,2886.3,9381.634,4.844,12131.160,-1.74,-0.22,0.085,0,0,0
276,2.7614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-2.41,4.49,57.95,-0.21,1.76,58.14,58.17,2072.6,4555.6,0.0,0.0,0.0,4145.3,9465.6,2971.6,9381.585,4.932,12132.310,-1.73,-0.21,0.088,0,0,0
278,2.7814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-2.45,4.66,58.78,-0.22,1.70,58.99,59.01,2133.0,4688.6,0.0,0.0,0.0,4265.9,9740.7,3057.3,9381.539,5.022,12133.480,-1.65,-0.22,0.090,0,0,0
280,2.8014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-2.52,5.01,59.60,-0.21,1.88,59.83,59.86,2194.6,4823.4,0.0,0.0,0.0,4389.2,10023.0,3147.6,9381.488,5.117,12134.670,-1.80,-0.20,0.093,0,0,0
282,2.8214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-2.59,5.50,60.40,-0.20,2.28,60.66,60.70,2256.9,4958.1,0.0,0.0,0.0,4513.6,10309.1,3240.0,9381.438,5.223,12135.870,-2.15,-0.19,0.096,0,0,0
284,2.8414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-2.65,5.84,61.20,-0.20,2.30,61.49,61.54,2319.5,5095.7,0.0,0.0,0.0,4638.9,10595.1,3330.0,9381.387,5.327,12137.090,-2.14,-0.19,0.098,0,0,0
286,2.8614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-2.65,5.57,62.08,-0.23,1.72,62.36,62.38,2383.5,5239.6,0.0,0.0,0.0,4766.9,10884.3,3415.3,9381.340,5.434,12138.330,-1.58,-0.21,0.101,0,0,0
288,2.8814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-2.68,5.62,62.92,-0.23,1.62,63.21,63.23,2448.5,5383.2,0.0,0.0,0.0,4897.1,11181.0,3507.9,9381.287,5.545,12139.580,-1.47,-0.21,0.104,0,0,0
290,2.9014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-2.74,6.01,63.72,-0.23,1.71,64.04,64.07,2513.9,5526.6,0.0,0.0,0.0,5027.8,11479.8,3602.3,9381.232,5.659,12140.850,-1.53,-0.21,0.106,0,0,0
292,2.9214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-2.79,6.22,64.55,-0.23,1.77,64.88,64.91,2580.3,5672.4,0.0,0.0,0.0,5160.6,11783.2,3697.4,9381.178,5.784,12142.130,-1.56,-0.21,0.109,0,0,0
294,2.9414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-2.86,6.78,65.33,-0.23,1.97,65.71,65.74,2647.3,5818.8,0.0,0.0,0.0,5294.5,12089.9,3794.9,9381.121,5.911,12143.430,-1.72,-0.20,0.112,0,0,0
296,2.9614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-2.90,6.91,66.14,-0.22,2.03,66.54,66.57,2714.2,5965.6,0.0,0.0,0.0,5428.3,12395.5,3891.6,9381.062,6.047,12144.750,-1.75,-0.19,0.115,0,0,0
298,2.9814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-2.95,7.15,66.96,-0.23,1.85,67.38,67.40,2782.6,6117.1,0.0,0.0,0.0,5565.2,12707.1,3987.5,9381.008,6.186,12146.080,-1.58,-0.20,0.118,0,0,0
300,3.0014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-3.01,7.51,67.76,-0.23,1.93,68.21,68.24,2852.2,6269.7,0.0,0.0,0.0,5704.2,13024.8,4087.5,9380.950,6.329,12147.430,-1.62,-0.20,0.121,0,0,0
302,3.0214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-3.05,7.70,68.57,-0.24,1.89,69.05,69.07,2922.3,6424.1,0.0,0.0,0.0,5844.5,13344.7,4187.9,9380.890,6.478,12148.800,-1.56,-0.20,0.124,0,0,0
304,3.0414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-3.08,7.75,69.41,-0.23,1.70,69.89,69.91,2993.7,6582.1,0.0,0.0,0.0,5987.4,13669.9,4288.3,9380.828,6.631,12150.180,-1.39,-0.19,0.127,0,0,0
306,3.0614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-3.14,8.12,70.21,-0.23,1.93,70.72,70.75,3065.7,6739.4,0.0,0.0,0.0,6131.3,13999.6,4393.1,9380.767,6.792,12151.580,-1.56,-0.19,0.130,0,0,0
308,3.0814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-3.18,8.36,71.02,-0.24,1.88,71.56,71.58,3138.4,6899.7,0.0,0.0,0.0,6276.8,14331.4,4496.1,9380.705,6.954,12153.000,-1.50,-0.19,0.133,0,0,0
310,3.1014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-3.23,8.61,71.83,-0.23,1.67,72.40,72.42,3212.0,7062.6,0.0,0.0,0.0,6423.7,14666.1,4600.2,9380.641,7.121,12154.430,-1.32,-0.19,0.136,0,0,0
312,3.1214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-3.29,9.03,72.62,-0.23,2.01,73.22,73.25,3286.5,7224.8,0.0,0.0,0.0,6572.9,15008.0,4709.9,9380.574,7.301,12155.870,-1.57,-0.18,0.139,0,0,0
314,3.1414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-3.27,8.99,73.46,-0.22,1.94,74.05,74.08,3361.4,7389.9,0.0,0.0,0.0,6722.7,15349.5,4816.0,9380.511,7.483,12157.340,-1.50,-0.17,0.142,0,0,0
316,3.1614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-3.39,10.04,74.16,-0.21,2.51,74.87,74.91,3437.1,7553.2,0.0,0.0,0.0,6874.1,15698.4,4930.6,9380.441,7.672,12158.820,-1.92,-0.16,0.145,0,0,0
318,3.1814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-3.43,10.23,74.97,-0.22,2.20,75.71,75.74,3513.5,7723.2,0.0,0.0,0.0,7027.0,16045.4,5036.1,9380.375,7.867,12160.310,-1.66,-0.17,0.149,0,0,0
320,3.2014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-3.46,10.26,75.80,-0.22,1.92,76.55,76.57,3591.2,7895.5,0.0,0.0,0.0,7182.3,16398.5,5144.3,9380.306,8.069,12161.820,-1.44,-0.16,0.152,0,0,0
322,3.2214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-3.50,10.89,76.54,-0.20,2.50,77.35,77.39,3668.0,8061.3,0.0,0.0,0.0,7333.6,16750.4,5260.7,9380.234,8.280,12163.350,-1.85,-0.15,0.155,0,0,0
324,3.2414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-3.50,11.02,77.34,-0.23,2.19,78.16,78.20,3745.1,8232.8,0.0,0.0,0.0,7490.2,17102.6,5368.4,9380.163,8.494,12164.890,-1.60,-0.17,0.158,0,0,0
326,3.2614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-3.54,11.24,78.14,-0.30,2.28,78.99,79.03,3825.1,8408.2,0.0,0.0,0.0,7650.2,17468.3,5483.0,9380.095,8.719,12166.450,-1.65,-0.22,0.162,0,0,0
328,3.2814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-3.61,11.93,78.87,-0.36,2.67,79.80,79.85,3905.3,8581.9,0.0,0.0,0.0,7810.6,17836.7,5602.6,9380.024,8.948,12168.020,-1.92,-0.26,0.165,0,0,0
330,3.3014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-3.58,11.70,79.74,-0.37,1.99,80.65,80.67,3986.2,8764.1,0.0,0.0,0.0,7972.1,18201.9,5709.9,9379.952,9.178,12169.610,-1.42,-0.27,0.169,0,0,0
332,3.3214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-3.66,12.50,80.45,-0.40,2.72,81.45,81.50,4068.3,8940.1,0.0,0.0,0.0,8136.6,18581.2,5836.2,9379.881,9.426,12171.210,-1.92,-0.28,0.172,0,0,0
334,3.3414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-3.68,12.70,81.25,-0.44,2.24,82.28,82.32,4150.3,9123.6,0.0,0.0,0.0,8300.4,18952.3,5948.0,9379.810,9.673,12172.830,-1.56,-0.31,0.176,0,0,0
336,3.3614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-3.71,13.01,82.04,-0.45,2.29,83.11,83.14,4234.2,9307.9,0.0,0.0,0.0,8468.3,19335.6,6068.1,9379.734,9.926,12174.470,-1.57,-0.31,0.179,0,0,0
338,3.3814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-3.74,13.48,82.79,-0.46,2.33,83.93,83.96,4317.8,9491.7,0.0,0.0,0.0,8635.6,19717.8,6188.1,9379.660,10.187,12176.120,-1.59,-0.31,0.183,0,0,0
340,3.4014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-3.78,13.99,83.54,-0.46,2.61,84.74,84.78,4402.9,9676.9,0.0,0.0,0.0,8805.7,20107.6,6313.2,9379.584,10.458,12177.780,-1.76,-0.31,0.186,0,0,0
342,3.4214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-3.77,13.81,84.37,-0.45,2.39,85.54,85.58,4485.7,9860.5,0.0,0.0,0.0,8970.9,20483.9,6428.6,9379.507,10.736,12179.470,-1.60,-0.30,0.190,0,0,0
344,3.4414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-3.84,14.70,85.05,-0.46,2.40,86.36,86.39,4571.6,10049.5,0.0,0.0,0.0,9143.2,20876.7,6552.0,9379.434,11.018,12181.160,-1.59,-0.30,0.193,0,0,0
346,3.4614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-3.86,14.97,85.83,-0.48,2.55,87.18,87.22,4659.0,10240.7,0.0,0.0,0.0,9317.8,21276.4,6679.2,9379.362,11.315,12182.870,-1.67,-0.32,0.197,0,0,0
348,3.4814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-3.86,15.05,86.65,-0.47,2.14,88.00,88.03,4746.5,10435.7,0.0,0.0,0.0,9492.7,21673.3,6799.1,9379.285,11.613,12184.600,-1.39,-0.30,0.201,0,0,0
350,3.5014,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-3.90,15.55,87.39,-0.47,2.59,88.81,88.85,4835.1,10628.0,0.0,0.0,0.0,9670.0,22080.6,6929.9,9379.209,11.925,12186.340,-1.67,-0.30,0.205,0,0,0
352,3.5214,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-3.92,15.86,88.16,-0.44,2.26,89.63,89.66,4923.6,10824.9,0.0,0.0,0.0,9847.3,22482.9,7052.6,9379.129,12.239,12188.100,-1.44,-0.28,0.208,0,0,0
354,3.5414,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-3.94,16.17,88.93,-0.45,2.42,90.44,90.48,5013.9,11022.5,0.0,0.0,0.0,10027.8,22896.0,7183.8,9379.053,12.562,12189.880,-1.53,-0.29,0.212,0,0,0
356,3.5614,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-4.01,16.92,89.61,-0.54,2.59,91.25,91.29,5103.9,11219.3,0.0,0.0,0.0,10207.8,23307.9,7314.7,9378.972,12.889,12191.660,-1.62,-0.34,0.216,0,0,0
358,3.5814,1,1.2250,0.00,0.00,0.00,0.00,0.00,0.00,1.000,1.000,1.000,1.000,-4.03,17.45,90.34,-0.70,2.80,92.06,92.10,5195.5,11419.0,0.0,0.0,0.0,10391.1,23727.4,7449.2,9378.890,13.233,12193.460,-1.75,-0.44,0.220,0,0,0
