# capacities: continuous 640000 N, highLoad 1280000 N, emergency 4480000 N. band: 0 Continuous 1 Performance 2 Extreme 3 Emergency 4 Saturated
sample,time_s,band,appliedCmdAvg,rawDemandAvg,requiredLoadN,dynamicLoadN,contReserveN,highReserveN,emergReserveN,curvReqMs2,curvAppliedMs2,curvClamped,availAccelMs2,accelReserveMs2,normalRate_degs,adhesionAccelMs2,adhesionForceN,adhesionLimited,airStability01,aeroN,grounded
7472,74.721,0,0.000,0.000,168604,168604,471396,1111396,4311396,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,168604,1
7474,74.741,0,0.000,0.000,166823,166823,473177,1113177,4313178,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,166823,1
7476,74.761,0,0.000,0.000,165209,165209,474791,1114791,4314791,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,165209,1
7478,74.781,0,0.000,0.000,163837,163837,476163,1116163,4316163,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,163837,1
7480,74.801,0,0.000,0.000,162583,162583,477418,1117418,4317418,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,162583,1
7482,74.821,0,0.000,0.000,161342,161342,478658,1118658,4318659,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,161342,1
7484,74.841,0,0.000,0.000,160177,160177,479823,1119824,4319824,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,160177,1
7486,74.861,0,0.000,0.000,159162,159162,480838,1120838,4320838,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,159162,1
7488,74.881,0,0.000,0.000,158157,158157,481843,1121843,4321844,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,158157,1
7490,74.901,0,0.000,0.000,157130,157130,482870,1122870,4322870,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,157130,1
7492,74.921,0,0.000,0.000,156204,156204,483796,1123796,4323796,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,156204,1
7494,74.941,0,0.000,0.000,155269,155269,484731,1124731,4324731,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,155269,1
7496,74.961,0,0.000,0.000,154370,154370,485630,1125630,4325630,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,154370,1
7498,74.981,0,0.000,0.000,153461,153461,486539,1126539,4326539,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,153461,1
7500,75.001,0,0.000,0.000,152554,152554,487446,1127446,4327446,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,152554,1
7502,75.021,0,0.000,0.000,151679,151679,488321,1128321,4328321,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,151679,1
7504,75.041,0,0.000,0.000,150814,150814,489186,1129186,4329186,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,150814,1
7506,75.061,0,0.000,0.000,150077,150077,489923,1129923,4329923,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,150077,1
7508,75.081,0,0.000,0.000,149981,149981,490019,1130019,4330019,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,149981,1
7510,75.101,0,0.000,0.000,150620,150620,489380,1129380,4329380,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,150620,1
7512,75.121,0,0.000,0.000,151189,151189,488811,1128811,4328811,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,151189,1
7514,75.141,0,0.000,0.000,151912,151912,488088,1128088,4328089,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,151912,1
7516,75.161,0,0.000,0.000,152573,152573,487427,1127427,4327427,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,152573,1
7518,75.181,0,0.000,0.000,153266,153266,486734,1126734,4326734,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,153266,1
7520,75.201,0,0.000,0.000,153886,153886,486114,1126114,4326114,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,153886,1
7522,75.221,0,0.000,0.000,154468,154468,485532,1125532,4325533,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,154468,1
7524,75.241,0,0.000,0.000,155137,155137,484863,1124863,4324863,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,155137,1
7526,75.261,0,0.000,0.000,156016,156016,483984,1123984,4323985,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,156016,1
7528,75.281,0,0.000,0.000,156801,156801,483200,1123200,4323200,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,156801,1
7530,75.301,0,0.000,0.000,157705,157705,482295,1122295,4322296,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,157705,1
7532,75.321,0,0.000,0.000,158525,158525,481475,1121475,4321475,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,158525,1
7534,75.341,0,0.000,0.000,159333,159333,480667,1120667,4320667,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,159333,1
7536,75.361,0,0.000,0.000,160261,160261,479739,1119739,4319739,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,160261,1
7538,75.381,0,0.000,0.000,160879,160879,479121,1119121,4319121,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,160879,1
7540,75.401,0,0.000,0.000,161681,161681,478319,1118319,4318319,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,161681,1
7542,75.421,0,0.000,0.000,162685,162685,477315,1117315,4317315,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,162685,1
7544,75.441,0,0.000,0.000,163578,163578,476422,1116422,4316423,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,163578,1
7546,75.461,0,0.000,0.000,164698,164698,475302,1115302,4315302,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,164698,1
7548,75.481,0,0.000,0.000,165761,165761,474239,1114239,4314239,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,165761,1
7550,75.501,0,0.000,0.000,166946,166946,473055,1113055,4313055,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,166946,1
7552,75.521,0,0.000,0.000,168143,168143,471857,1111857,4311857,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,168143,1
7554,75.541,0,0.000,0.000,169151,169151,470849,1110849,4310849,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,169151,1
7556,75.561,0,0.000,0.000,170005,170005,469996,1109996,4309996,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,170005,1
7558,75.581,0,0.000,0.000,171076,171076,468925,1108925,4308925,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,171076,1
7560,75.601,0,0.000,0.000,171929,171929,468071,1108071,4308071,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,171929,1
7562,75.621,0,0.000,0.000,172713,172713,467287,1107287,4307287,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,172713,1
7564,75.641,0,0.000,0.000,173497,173497,466503,1106503,4306503,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,173497,1
7566,75.661,0,0.000,0.000,174174,174174,465826,1105826,4305826,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,174174,1
7568,75.681,0,0.000,0.000,174957,174957,465043,1105043,4305043,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,174957,1
7570,75.701,0,0.000,0.000,175697,175697,464304,1104304,4304304,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,175697,1
7572,75.721,0,0.000,0.000,176366,176366,463634,1103634,4303634,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,176366,1
7574,75.741,0,0.000,0.000,177151,177151,462849,1102849,4302850,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,177151,1
7576,75.761,0,0.000,0.000,177706,177706,462295,1102295,4302295,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,177706,1
7578,75.781,0,0.000,0.000,178298,178298,461702,1101702,4301703,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,178298,1
7580,75.801,0,0.000,0.000,178748,178748,461252,1101252,4301253,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,178748,1
7582,75.821,0,0.000,0.000,179172,179172,460828,1100828,4300828,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,179172,1
7584,75.841,0,0.000,0.000,179926,179926,460074,1100074,4300074,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,179926,1
7586,75.861,0,0.000,0.000,180560,180560,459440,1099440,4299440,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,180560,1
7588,75.881,0,0.000,0.000,181153,181153,458847,1098847,4298848,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,181153,1
7590,75.901,0,0.000,0.000,181665,181665,458335,1098335,4298335,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,181665,1
7592,75.921,0,0.000,0.000,182102,182102,457898,1097898,4297898,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,182102,1
7594,75.941,0,0.000,0.000,182496,182496,457504,1097504,4297504,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,182496,1
7596,75.961,0,0.000,0.000,182746,182746,457254,1097254,4297254,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,182746,1
7598,75.981,0,0.000,0.000,183218,183218,456782,1096782,4296782,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,183218,1
7600,76.001,0,0.000,0.000,183489,183489,456511,1096511,4296511,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,183489,1
7602,76.021,0,0.000,0.000,183955,183955,456045,1096045,4296045,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,183955,1
7604,76.041,0,0.000,0.000,184332,184332,455668,1095668,4295668,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,184332,1
7606,76.061,0,0.000,0.000,184707,184707,455293,1095293,4295293,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,184707,1
7608,76.081,0,0.000,0.000,185253,185253,454747,1094747,4294747,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,185253,1
7610,76.101,0,0.000,0.000,185607,185607,454393,1094393,4294393,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,185607,1
7612,76.121,0,0.000,0.000,185869,185869,454131,1094131,4294132,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,185869,1
7614,76.141,0,0.000,0.000,186020,186020,453981,1093981,4293981,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,186020,1
7616,76.161,0,0.000,0.000,186304,186304,453696,1093696,4293697,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,186304,1
7618,76.181,0,0.000,0.000,186680,186680,453320,1093320,4293320,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,186680,1
7620,76.201,0,0.000,0.000,187065,187065,452935,1092935,4292935,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,187065,1
7622,76.221,0,0.000,0.000,187300,187300,452700,1092700,4292701,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,187300,1
7624,76.241,0,0.000,0.000,187669,187669,452332,1092332,4292332,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,187669,1
7626,76.261,0,0.000,0.000,188086,188086,451914,1091914,4291914,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,188086,1
7628,76.281,0,0.000,0.000,188352,188352,451649,1091649,4291649,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,188352,1
7630,76.301,0,0.000,0.000,188771,188771,451229,1091229,4291229,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,188771,1
7632,76.321,0,0.000,0.000,189120,189120,450880,1090880,4290880,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,189120,1
7634,76.341,0,0.000,0.000,189432,189432,450569,1090569,4290569,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,189432,1
7636,76.361,0,0.000,0.000,189922,189922,450078,1090078,4290078,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,189922,1
7638,76.381,0,0.000,0.000,190356,190356,449644,1089644,4289644,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,190356,1
7640,76.401,0,0.000,0.000,190867,190867,449133,1089133,4289133,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,190867,1
7642,76.421,0,0.000,0.000,191608,191608,448392,1088392,4288392,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,191608,1
7644,76.441,0,0.000,0.000,192233,192233,447767,1087767,4287767,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,192233,1
7646,76.461,0,0.000,0.000,192853,192853,447147,1087147,4287148,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,192853,1
7648,76.481,0,0.000,0.000,193437,193437,446564,1086564,4286564,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,193437,1
7650,76.501,0,0.000,0.000,194305,194305,445695,1085695,4285695,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,194305,1
7652,76.521,0,0.000,0.000,195003,195003,444997,1084997,4284998,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,195003,1
7654,76.541,0,0.000,0.000,195793,195793,444207,1084207,4284207,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,195793,1
7656,76.561,0,0.000,0.000,196488,196488,443512,1083512,4283512,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,196488,1
7658,76.581,0,0.000,0.000,197104,197104,442896,1082896,4282896,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,197104,1
7660,76.601,0,0.000,0.000,197886,197886,442114,1082114,4282114,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,197886,1
7662,76.621,0,0.000,0.000,198476,198476,441524,1081524,4281524,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,198476,1
7664,76.641,0,0.000,0.000,199266,199266,440734,1080734,4280734,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,199266,1
7666,76.661,0,0.000,0.000,199754,199754,440246,1080246,4280246,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,199754,1
7668,76.681,0,0.000,0.000,200289,200289,439711,1079711,4279711,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,200289,1
7670,76.701,0,0.000,0.000,201476,201476,438524,1078525,4278525,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,201476,1
7672,76.721,0,0.000,0.000,202519,202519,437481,1077481,4277481,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,202519,1
7674,76.741,0,0.000,0.000,203391,203391,436609,1076609,4276609,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,203391,1
7676,76.761,0,0.000,0.000,204576,204576,435424,1075424,4275424,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,204576,1
7678,76.781,0,0.000,0.000,205710,205710,434291,1074291,4274291,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,205710,1
7680,76.801,0,0.000,0.000,206848,206848,433152,1073152,4273152,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,206848,1
7682,76.821,0,0.000,0.000,207926,207926,432075,1072075,4272075,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,207926,1
7684,76.841,0,0.000,0.000,209052,209052,430948,1070948,4270948,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,209052,1
7686,76.861,0,0.000,0.000,209970,209970,430030,1070030,4270030,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,209970,1
7688,76.881,0,0.000,0.000,210809,210809,429191,1069191,4269191,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,210809,1
7690,76.901,0,0.000,0.000,211849,211849,428151,1068151,4268151,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,211849,1
7692,76.921,0,0.000,0.000,212749,212749,427251,1067251,4267251,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,212749,1
7694,76.941,0,0.000,0.000,213860,213860,426140,1066140,4266140,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,213860,1
7696,76.961,0,0.000,0.000,214760,214760,425240,1065240,4265240,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,214760,1
7698,76.981,0,0.000,0.000,215581,215581,424419,1064419,4264420,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,215581,1
7700,77.001,0,0.000,0.000,216330,216330,423670,1063670,4263671,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,216330,1
7702,77.021,0,0.000,0.000,217142,217142,422858,1062858,4262858,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,217142,1
7704,77.041,0,0.000,0.000,218000,218000,422000,1062000,4262000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,218000,1
7706,77.061,0,0.000,0.000,218878,218878,421122,1061122,4261122,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,218878,1
7708,77.081,0,0.000,0.000,219439,219439,420561,1060561,4260561,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,219439,1
7710,77.101,0,0.000,0.000,220130,220130,419870,1059870,4259871,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,220130,1
7712,77.121,0,0.000,0.000,220693,220693,419307,1059307,4259308,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,220693,1
7714,77.141,0,0.000,0.000,221285,221285,418715,1058715,4258715,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,221285,1
7716,77.161,0,0.000,0.000,221958,221958,418042,1058042,4258042,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,221958,1
7718,77.181,0,0.000,0.000,222783,222783,417217,1057217,4257217,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,222783,1
7720,77.201,0,0.000,0.000,223833,223833,416167,1056167,4256168,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,223833,1
7722,77.221,0,0.000,0.000,224909,224909,415091,1055091,4255091,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,224909,1
7724,77.241,0,0.000,0.000,225869,225869,414131,1054131,4254131,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,225869,1
7726,77.261,0,0.000,0.000,226519,226519,413482,1053482,4253482,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,226519,1
7728,77.281,0,0.000,0.000,227040,227040,412960,1052960,4252960,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,227040,1
7730,77.301,0,0.000,0.000,227535,227535,412465,1052465,4252465,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,227535,1
7732,77.321,0,0.000,0.000,227562,227562,412438,1052438,4252438,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,227562,1
7734,77.341,0,0.000,0.000,227759,227759,412241,1052241,4252242,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,227759,1
7736,77.361,0,0.000,0.000,228112,228112,411888,1051888,4251888,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,228112,1
7738,77.381,0,0.000,0.000,228914,228914,411086,1051086,4251086,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,228914,1
7740,77.401,0,0.000,0.000,229823,229823,410177,1050177,4250177,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,229823,1
7742,77.421,0,0.000,0.000,230455,230455,409545,1049545,4249545,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,230455,1
7744,77.441,0,0.000,0.000,231339,231339,408661,1048661,4248661,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,231339,1
7746,77.461,0,0.000,0.000,232307,232307,407693,1047693,4247694,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,232307,1
7748,77.481,0,0.000,0.000,233113,233113,406887,1046887,4246887,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,233113,1
7750,77.501,0,0.000,0.000,233698,233698,406302,1046302,4246302,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,233698,1
7752,77.521,0,0.000,0.000,234441,234441,405560,1045560,4245560,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,234441,1
7754,77.541,0,0.000,0.000,234898,234898,405103,1045103,4245103,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,234898,1
7756,77.561,0,0.000,0.000,236028,236028,403972,1043972,4243972,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,236028,1
7758,77.581,0,0.000,0.000,236641,236641,403359,1043359,4243359,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,236641,1
7760,77.601,0,0.000,0.000,237482,237482,402518,1042518,4242519,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,237482,1
7762,77.621,0,0.000,0.000,238120,238120,401880,1041880,4241880,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,238120,1
7764,77.641,0,0.000,0.000,238817,238817,401183,1041183,4241183,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,238817,1
7766,77.661,0,0.000,0.000,239505,239505,400496,1040496,4240496,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,239505,1
7768,77.681,0,0.000,0.000,239722,239722,400278,1040278,4240278,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,239722,1
7770,77.701,0,0.000,0.000,240464,240464,399536,1039536,4239536,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,240464,1
7772,77.721,0,0.000,0.000,241747,241747,398253,1038253,4238253,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,241747,1
7774,77.741,0,0.000,0.000,242617,242617,397383,1037383,4237383,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,242617,1
7776,77.761,0,0.000,0.000,243232,243232,396768,1036768,4236768,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,243232,1
7778,77.781,0,0.000,0.000,244286,244286,395714,1035714,4235715,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,244286,1
7780,77.801,0,0.000,0.000,245463,245463,394537,1034537,4234537,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,245463,1
7782,77.821,0,0.000,0.000,246479,246479,393521,1033521,4233521,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,246479,1
7784,77.841,0,0.000,0.000,247410,247410,392591,1032591,4232591,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,247410,1
7786,77.861,0,0.000,0.000,248366,248366,391634,1031634,4231634,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,248366,1
7788,77.881,0,0.000,0.000,249525,249525,390475,1030475,4230475,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,249525,1
7790,77.901,0,0.000,0.000,250613,250613,389387,1029387,4229387,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,250613,1
7792,77.921,0,0.000,0.000,251705,251705,388295,1028295,4228296,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,251705,1
7794,77.941,0,0.000,0.000,252156,252156,387844,1027844,4227844,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,252156,1
7796,77.961,0,0.000,0.000,253705,253705,386296,1026296,4226296,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,253705,1
7798,77.981,0,0.000,0.000,254607,254607,385393,1025393,4225393,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,254607,1
7800,78.001,0,0.000,0.000,255566,255566,384434,1024434,4224434,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,255566,1
7802,78.021,0,0.000,0.000,256166,256166,383834,1023834,4223834,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,256166,1
7804,78.041,0,0.000,0.000,256669,256669,383331,1023331,4223331,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,256669,1
7806,78.061,0,0.000,0.000,257090,257090,382910,1022910,4222910,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,257090,1
7808,78.081,0,0.000,0.000,257379,257379,382621,1022621,4222621,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,257379,1
7810,78.101,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,1
7812,78.121,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,1
7814,78.141,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,1
7816,78.161,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
7818,78.181,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
7820,78.201,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
7822,78.221,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
7824,78.241,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
7826,78.261,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
7828,78.281,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
7830,78.301,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
7832,78.321,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
7834,78.341,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
7836,78.361,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
7838,78.381,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
7840,78.401,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
7842,78.421,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
7844,78.441,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
7846,78.461,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
7848,78.481,0,0.000,0.000,0,0,640000,1280000,4480000,0.00,0.00,0,407.3,407.3,0.0,0.00,0,0,0.000,0,0
