sample,time_s,steerRaw,steerDemand,steerSens,cornerCap,fl,fr,bl,br,yawDampCoeff,gripApplied,gripReqLat,gripAppLat,gripReqLong,gripAppLong,gripClamp01,gripBreak01,slip_deg,stabArmed,avgHoverCmd,avgRoofCmd,pHoverReq,pHoverGr,pDriveReq,pDriveGr,pVecReq,pVecGr,pStabReq,pStabGr,pOcReq,pOcGr,mainThrottle,brakeThrottle
2160,21.601,0.040,0.112,0.240,0.900,0.027,0.000,0.000,0.027,3.200,1,12.33,12.33,0.00,0.00,1.000,0.000,0.50,1,0.000,0.000,0.0,0.0,480.0,480.0,13.4,13.4,0.0,0.0,0.0,0.0,1.000,0.000
2168,21.681,0.040,0.112,0.240,0.900,0.027,0.000,0.000,0.027,3.200,1,24.25,24.25,0.00,0.00,1.000,0.000,0.97,1,0.000,0.000,0.0,0.0,480.0,480.0,13.4,13.4,0.0,0.0,0.0,0.0,1.000,0.000
2176,21.761,0.080,0.224,0.240,0.900,0.054,0.000,0.000,0.054,3.200,1,24.62,24.62,0.00,0.00,1.000,0.000,0.98,1,0.000,0.000,0.0,0.0,480.0,480.0,26.9,26.9,0.0,0.0,0.0,0.0,1.000,0.000
2184,21.841,0.160,0.448,0.240,0.900,0.108,0.000,0.000,0.108,3.200,1,28.87,28.87,0.00,0.00,1.000,0.000,1.15,1,0.000,0.000,0.0,0.0,480.0,480.0,53.8,53.8,0.0,0.0,0.0,0.0,1.000,0.000
2192,21.921,0.520,1.456,0.240,0.900,0.349,0.000,0.000,0.349,3.200,1,58.33,58.33,0.00,0.00,1.000,0.000,2.30,1,0.000,0.000,0.0,0.0,480.0,480.0,174.7,174.7,0.0,0.0,0.0,0.0,1.000,0.000
2200,22.001,1.000,2.800,0.240,0.900,0.672,0.000,0.000,0.672,3.200,1,140.16,120.00,0.00,0.00,0.856,0.000,5.51,1,0.000,0.000,0.0,0.0,480.0,480.0,336.0,336.0,0.0,0.0,0.0,0.0,1.000,0.000
2208,22.081,1.000,2.800,0.240,0.900,0.672,0.000,0.000,0.672,3.200,1,292.87,120.00,0.00,0.00,0.410,0.000,11.55,1,0.000,0.000,0.0,0.0,480.0,480.0,336.0,336.0,0.0,0.0,0.0,0.0,1.000,0.000
2216,22.161,1.000,2.800,0.240,0.900,0.672,0.000,0.000,0.672,3.200,1,498.47,120.00,0.00,0.00,0.241,0.000,19.96,1,0.000,0.000,0.0,0.0,480.0,480.0,336.0,336.0,0.0,0.0,0.0,0.0,1.000,0.000
2224,22.241,0.880,2.464,0.240,0.900,0.591,0.000,0.000,0.591,3.200,1,710.55,120.00,0.00,0.00,0.169,0.000,29.30,1,0.000,0.000,0.0,0.0,480.0,480.0,295.7,295.7,0.0,0.0,0.0,0.0,1.000,0.000
2232,22.321,0.840,2.352,0.240,0.900,0.564,0.000,0.000,0.564,3.200,1,900.49,120.00,0.00,0.00,0.133,0.000,38.84,1,0.000,0.000,0.0,0.0,480.0,480.0,282.2,282.2,0.0,0.0,0.0,0.0,1.000,0.000
2240,22.401,0.840,2.352,0.240,0.900,0.564,0.000,0.000,0.564,3.200,1,1051.77,120.00,0.00,0.00,0.114,0.000,48.11,1,0.000,0.000,0.0,0.0,480.0,480.0,282.2,282.2,0.0,0.0,0.0,0.0,1.000,0.000
2248,22.481,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,1132.93,120.00,0.00,0.00,0.106,0.000,55.08,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
2256,22.561,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,1132.50,120.00,0.00,0.00,0.106,0.000,57.25,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
2264,22.641,-0.360,-1.008,0.240,0.900,0.000,0.242,0.242,0.000,3.200,1,1081.57,120.00,0.00,0.00,0.111,0.000,55.63,1,0.000,0.000,0.0,0.0,480.0,480.0,121.0,121.0,0.0,0.0,0.0,0.0,1.000,0.000
2272,22.721,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,982.87,120.00,0.00,0.00,0.122,0.000,50.25,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
2280,22.801,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,857.79,120.00,0.00,0.00,0.140,0.000,43.22,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
2288,22.881,0.120,0.336,0.240,0.900,0.081,0.000,0.000,0.081,3.200,1,726.71,120.00,0.00,0.00,0.165,0.000,36.03,1,0.000,0.000,0.0,0.0,480.0,480.0,40.3,40.3,0.0,0.0,0.0,0.0,1.000,0.000
2296,22.961,0.280,0.784,0.240,0.900,0.188,0.000,0.000,0.188,3.200,1,603.65,120.00,0.00,0.00,0.199,0.000,29.61,1,0.000,0.000,0.0,0.0,480.0,480.0,94.1,94.1,0.0,0.0,0.0,0.0,1.000,0.000
2304,23.041,0.320,0.896,0.240,0.900,0.215,0.000,0.000,0.215,3.200,1,514.98,120.00,0.00,0.00,0.233,0.000,25.14,1,0.000,0.000,0.0,0.0,480.0,480.0,107.5,107.5,0.0,0.0,0.0,0.0,1.000,0.000
2312,23.121,0.520,1.456,0.240,0.900,0.349,0.000,0.000,0.349,3.200,1,462.42,120.00,0.00,0.00,0.260,0.000,22.55,1,0.000,0.000,0.0,0.0,480.0,480.0,174.7,174.7,0.0,0.0,0.0,0.0,1.000,0.000
2320,23.201,0.480,1.344,0.240,0.900,0.323,0.000,0.000,0.323,3.200,1,435.33,120.00,0.00,0.00,0.276,0.000,21.26,1,0.000,0.000,0.0,0.0,480.0,480.0,161.3,161.3,0.0,0.0,0.0,0.0,1.000,0.000
2328,23.281,0.480,1.344,0.240,0.900,0.323,0.000,0.000,0.323,3.200,1,426.75,120.00,0.00,0.00,0.281,0.000,20.91,1,0.000,0.000,0.0,0.0,480.0,480.0,161.3,161.3,0.0,0.0,0.0,0.0,1.000,0.000
2336,23.361,0.280,0.784,0.240,0.900,0.188,0.000,0.000,0.188,3.200,1,432.56,120.00,0.00,0.00,0.277,0.000,21.28,1,0.000,0.000,0.0,0.0,480.0,480.0,94.1,94.1,0.0,0.0,0.0,0.0,1.000,0.000
2344,23.441,0.240,0.672,0.240,0.900,0.161,0.000,0.000,0.161,3.200,1,441.59,120.00,0.00,0.00,0.272,0.000,21.84,1,0.000,0.000,0.0,0.0,480.0,480.0,80.6,80.6,0.0,0.0,0.0,0.0,1.000,0.000
2352,23.521,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,442.91,120.00,0.00,0.00,0.271,0.000,22.01,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
2360,23.601,0.080,0.224,0.240,0.900,0.054,0.000,0.000,0.054,3.200,1,415.43,120.00,0.00,0.00,0.289,0.000,20.66,1,0.000,0.000,0.0,0.0,480.0,480.0,26.9,26.9,0.0,0.0,0.0,0.0,1.000,0.000
2368,23.681,0.440,1.232,0.240,0.900,0.296,0.000,0.000,0.296,3.200,1,375.95,120.00,0.00,0.00,0.319,0.000,18.68,1,0.000,0.000,0.0,0.0,480.0,480.0,147.8,147.8,0.0,0.0,0.0,0.0,1.000,0.000
2376,23.761,0.200,0.560,0.240,0.900,0.134,0.000,0.000,0.134,3.200,1,362.33,120.00,0.00,0.00,0.331,0.000,17.99,1,0.000,0.000,0.0,0.0,480.0,480.0,67.2,67.2,0.0,0.0,0.0,0.0,1.000,0.000
2384,23.841,0.320,0.896,0.240,0.883,0.211,0.000,0.000,0.211,3.200,1,347.78,120.00,0.00,0.00,0.345,0.000,17.27,1,0.000,0.000,0.0,0.0,480.0,480.0,105.5,105.5,0.0,0.0,0.0,0.0,1.000,0.000
2392,23.921,0.360,1.008,0.240,0.900,0.242,0.000,0.000,0.242,3.200,1,350.80,120.00,0.00,0.00,0.342,0.000,17.47,1,0.000,0.000,0.0,0.0,480.0,480.0,121.0,121.0,0.0,0.0,0.0,0.0,1.000,0.000
2400,24.001,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,350.26,120.00,0.00,0.00,0.343,0.000,17.55,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
2408,24.081,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,301.04,120.00,0.00,0.00,0.399,0.000,15.07,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
2416,24.161,0.040,0.112,0.240,0.900,0.027,0.000,0.000,0.027,3.200,1,271.59,120.00,0.00,0.00,0.442,0.000,13.78,1,0.000,0.000,0.0,0.0,480.0,480.0,13.4,13.4,0.0,0.0,0.0,0.0,1.000,0.000
2424,24.241,0.120,0.336,0.240,0.900,0.081,0.000,0.000,0.081,3.200,1,245.33,120.00,0.00,0.00,0.489,0.000,12.63,1,0.000,0.000,0.0,0.0,480.0,480.0,40.3,40.3,0.0,0.0,0.0,0.0,1.000,0.000
2432,24.321,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,220.53,120.00,0.00,0.00,0.544,0.000,11.48,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
2440,24.401,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,191.94,120.00,0.00,0.00,0.625,0.000,10.11,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
2448,24.481,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,1,160.87,120.00,0.00,0.00,0.746,0.000,8.57,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
2456,24.561,0.040,0.112,0.240,0.898,0.027,0.000,0.000,0.027,3.200,1,141.02,120.00,0.00,0.00,0.851,0.000,7.60,1,0.000,0.000,0.0,0.0,480.0,480.0,13.4,13.4,0.0,0.0,0.0,0.0,1.000,0.000
2464,24.641,0.200,0.560,0.240,0.863,0.129,0.000,0.000,0.129,3.200,1,109.68,109.68,0.00,0.00,1.000,0.000,5.97,1,0.000,0.000,0.0,0.0,480.0,480.0,64.4,64.4,0.0,0.0,0.0,0.0,1.000,0.000
2472,24.721,0.000,0.000,0.240,0.855,0.000,0.000,0.000,0.000,3.200,1,85.72,85.72,0.00,0.00,1.000,0.000,4.70,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
2480,24.801,0.000,0.000,0.240,0.796,0.000,0.000,0.000,0.000,3.200,1,73.39,73.39,0.00,0.00,1.000,0.000,4.06,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
2488,24.881,0.160,0.448,0.240,0.769,0.092,0.000,0.000,0.092,3.200,1,68.89,68.89,0.00,0.00,1.000,0.000,3.83,1,0.000,0.000,0.0,0.0,480.0,480.0,46.0,46.0,0.0,0.0,0.0,0.0,1.000,0.000
2496,24.961,0.360,1.008,0.240,0.797,0.214,0.000,0.000,0.214,3.200,1,69.28,69.28,0.00,0.00,1.000,0.000,3.87,1,0.000,0.000,0.0,0.0,480.0,480.0,107.1,107.1,0.0,0.0,0.0,0.0,1.000,0.000
2504,25.041,0.520,1.456,0.240,0.767,0.298,0.000,0.000,0.298,3.200,1,66.58,66.58,0.00,0.00,1.000,0.000,3.75,1,0.000,0.000,0.0,0.0,480.0,480.0,148.9,148.9,0.0,0.0,0.0,0.0,1.000,0.000
2512,25.121,0.120,0.336,0.240,0.801,0.072,0.000,0.000,0.072,3.200,1,54.26,54.26,0.00,0.00,1.000,0.000,3.04,1,0.000,0.000,0.0,0.0,480.0,480.0,35.9,35.9,0.0,0.0,0.0,0.0,1.000,0.000
2520,25.201,0.600,1.680,0.240,0.772,0.346,0.000,0.000,0.346,3.200,1,63.52,63.52,0.00,0.00,1.000,0.000,3.59,1,0.000,0.000,0.0,0.0,480.0,480.0,172.9,172.9,0.0,0.0,0.0,0.0,1.000,0.000
2528,25.281,1.000,2.800,0.240,0.747,0.558,0.000,0.000,0.558,3.200,1,72.38,72.38,0.00,0.00,1.000,0.000,4.09,1,0.000,0.000,0.0,0.0,480.0,480.0,279.0,279.0,0.0,0.0,0.0,0.0,1.000,0.000
2536,25.361,0.920,2.576,0.240,0.768,0.527,0.000,0.000,0.527,3.200,1,74.75,74.75,0.00,0.00,1.000,0.000,4.24,1,0.000,0.000,0.0,0.0,480.0,480.0,263.7,263.7,0.0,0.0,0.0,0.0,1.000,0.000
2544,25.441,0.320,0.896,0.240,0.785,0.188,0.000,0.000,0.188,3.200,1,73.90,73.90,0.00,0.00,1.000,0.000,4.23,1,0.000,0.000,0.0,0.0,480.0,480.0,93.8,93.8,0.0,0.0,0.0,0.0,1.000,0.000
2552,25.521,0.520,1.456,0.240,0.769,0.298,0.000,0.000,0.298,3.200,1,84.73,84.73,0.00,0.00,1.000,0.000,4.89,1,0.000,0.000,0.0,0.0,480.0,480.0,149.2,149.2,0.0,0.0,0.0,0.0,1.000,0.000
2560,25.601,0.760,2.128,0.240,0.740,0.420,0.000,0.000,0.420,3.200,1,92.33,92.33,-73.70,-73.70,1.000,0.000,5.37,1,0.000,0.000,0.0,0.0,456.0,456.0,210.0,210.0,0.0,0.0,0.0,0.0,0.950,0.000
2568,25.681,0.440,1.232,0.240,0.764,0.251,0.000,0.000,0.251,3.200,1,88.73,88.73,-71.29,-71.29,1.000,0.000,5.33,1,0.000,0.000,0.0,0.0,264.0,264.0,125.4,125.4,0.0,0.0,0.0,0.0,0.550,0.000
2576,25.761,0.600,1.680,0.240,0.749,0.335,0.000,0.000,0.335,3.200,1,95.54,95.54,-68.69,-68.69,1.000,0.000,5.96,1,0.000,0.000,0.0,0.0,72.0,72.0,167.7,167.7,0.0,0.0,0.0,0.0,0.150,0.000
2584,25.841,1.000,2.800,0.240,0.702,0.524,0.000,0.000,0.524,3.200,1,108.63,102.59,-65.91,-62.24,0.944,0.000,7.05,1,0.000,0.000,0.0,0.0,0.0,0.0,262.0,262.0,0.0,0.0,0.0,0.0,0.000,0.000
2592,25.921,0.720,2.016,0.240,0.690,0.371,0.000,0.000,0.371,3.200,1,112.48,104.67,-63.06,-58.68,0.931,0.000,7.62,1,0.000,0.000,0.0,0.0,0.0,0.0,185.5,185.5,0.0,0.0,0.0,0.0,0.000,0.000
2600,26.001,0.440,1.232,0.240,0.677,0.223,0.000,0.000,0.223,3.200,1,100.30,100.30,-60.43,-60.43,1.000,0.000,7.10,1,0.000,0.000,0.0,0.0,0.0,0.0,111.3,111.3,0.0,0.0,0.0,0.0,0.000,0.000
2608,26.081,0.360,1.008,0.240,0.655,0.176,0.000,0.000,0.176,3.200,1,81.17,81.17,-58.04,-58.04,1.000,0.000,5.99,1,0.000,0.000,0.0,0.0,0.0,0.0,88.1,88.1,0.0,0.0,0.0,0.0,0.000,0.000
2616,26.161,0.640,1.792,0.240,0.690,0.330,0.000,0.000,0.330,3.200,1,71.33,71.33,-55.54,-55.54,1.000,0.000,5.50,1,0.000,0.000,0.0,0.0,0.0,0.0,164.8,164.8,0.0,0.0,0.0,0.0,0.000,0.000
2624,26.241,0.520,1.456,0.240,0.679,0.264,0.000,0.000,0.264,3.200,1,59.66,59.66,-53.44,-53.44,1.000,0.000,4.79,1,0.000,0.000,0.0,0.0,0.0,0.0,131.9,131.9,0.0,0.0,0.0,0.0,0.000,0.000
2632,26.321,0.120,0.336,0.240,0.685,0.061,0.000,0.000,0.061,3.200,1,41.18,41.18,0.00,0.00,1.000,0.000,3.43,1,0.000,0.000,0.0,0.0,21.6,21.6,30.7,30.7,0.0,0.0,0.0,0.0,0.045,0.000
2640,26.401,0.120,0.336,0.240,0.692,0.062,0.000,0.000,0.062,3.200,1,26.52,26.52,0.00,0.00,1.000,0.000,2.23,1,0.000,0.000,0.0,0.0,194.4,194.4,31.0,31.0,0.0,0.0,0.0,0.0,0.405,0.000
2648,26.481,0.200,0.560,0.240,0.690,0.103,0.000,0.000,0.103,3.200,1,16.81,16.81,0.00,0.00,1.000,0.000,1.42,1,0.000,0.000,0.0,0.0,367.2,367.2,51.5,51.5,0.0,0.0,0.0,0.0,0.765,0.000
2656,26.561,0.320,0.896,0.240,0.660,0.158,0.000,0.000,0.158,3.200,1,10.21,10.21,0.00,0.00,1.000,0.000,0.86,1,0.000,0.000,0.0,0.0,480.0,480.0,78.9,78.9,0.0,0.0,0.0,0.0,1.000,0.000
2664,26.641,0.320,0.896,0.240,0.267,0.064,0.000,0.000,0.064,3.200,1,4.19,4.19,0.00,0.00,1.000,0.000,0.36,1,0.000,0.000,0.0,0.0,480.0,480.0,31.9,31.9,0.0,0.0,0.0,0.0,1.000,0.000
2672,26.721,0.440,1.232,0.240,0.495,0.163,0.000,0.000,0.163,3.200,1,-68.75,-68.75,0.00,0.00,1.000,0.000,5.79,1,0.000,0.000,0.0,0.0,480.0,480.0,81.3,81.3,0.0,0.0,0.0,0.0,1.000,0.000
2680,26.801,0.360,1.008,0.240,0.849,0.228,0.000,0.000,0.228,3.200,1,-129.62,-120.00,0.00,0.00,0.926,0.000,10.86,1,0.000,0.000,0.0,0.0,480.0,480.0,114.0,114.0,0.0,0.0,0.0,0.0,1.000,0.000
2688,26.881,0.040,0.112,0.240,0.180,0.005,0.000,0.000,0.005,3.200,1,-157.96,-114.43,-49.87,-36.13,0.724,0.000,13.36,1,0.000,0.000,0.0,0.0,336.0,336.0,2.7,2.7,0.0,0.0,0.0,0.0,0.700,0.000
2696,26.961,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,144.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.300,0.000
2704,27.041,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000
2712,27.121,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000
2720,27.201,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000
2728,27.281,0.040,0.112,0.240,0.900,0.027,0.000,0.000,0.027,3.200,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,13.4,13.4,0.0,0.0,0.0,0.0,0.000,0.000
2736,27.361,0.040,0.112,0.240,0.900,0.027,0.000,0.000,0.027,3.200,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,13.4,13.4,0.0,0.0,0.0,0.0,0.000,0.000
2744,27.441,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000
2752,27.521,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000
2760,27.601,0.040,0.112,0.240,0.900,0.027,0.000,0.000,0.027,3.200,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,13.4,13.4,0.0,0.0,0.0,0.0,0.000,0.000
2768,27.681,0.080,0.224,0.240,0.900,0.054,0.000,0.000,0.054,3.200,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,26.9,26.9,0.0,0.0,0.0,0.0,0.000,0.000
2776,27.761,0.080,0.224,0.240,0.900,0.054,0.000,0.000,0.054,3.200,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,26.9,26.9,0.0,0.0,0.0,0.0,0.000,0.000
2784,27.841,0.040,0.112,0.240,0.900,0.027,0.000,0.000,0.027,3.200,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,13.4,13.4,0.0,0.0,0.0,0.0,0.000,0.000
2792,27.921,0.080,0.224,0.240,0.900,0.054,0.000,0.000,0.054,3.200,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,26.9,26.9,0.0,0.0,0.0,0.0,0.000,0.000
2800,28.001,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000
2808,28.081,0.000,0.000,0.240,0.900,0.900,0.000,0.900,0.000,3.200,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,450.0,450.0,0.0,0.0,0.0,0.0,0.000,0.000
2816,28.161,0.000,0.000,0.240,0.900,0.900,0.000,0.900,0.000,3.200,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,450.0,450.0,0.0,0.0,0.0,0.0,0.000,0.000
2824,28.241,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000
2832,28.321,0.120,0.336,0.240,0.900,0.081,0.000,0.000,0.081,3.200,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,40.3,40.3,0.0,0.0,0.0,0.0,0.000,0.000
2840,28.401,0.040,0.112,0.240,0.900,0.027,0.000,0.000,0.027,3.200,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,13.4,13.4,0.0,0.0,0.0,0.0,0.000,0.000
2848,28.481,0.000,0.000,0.240,0.900,0.900,0.000,0.900,0.000,3.200,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,450.0,450.0,0.0,0.0,0.0,0.0,0.000,0.000
2856,28.561,0.040,0.112,0.240,0.900,0.027,0.000,0.000,0.027,3.200,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,13.4,13.4,0.0,0.0,0.0,0.0,0.000,0.000
2864,28.641,0.040,0.112,0.240,0.900,0.027,0.000,0.000,0.027,3.200,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,13.4,13.4,0.0,0.0,0.0,0.0,0.000,0.000
2872,28.721,0.120,0.336,0.240,0.900,0.081,0.000,0.000,0.081,3.200,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,40.3,40.3,0.0,0.0,0.0,0.0,0.000,0.000
2880,28.801,0.200,0.560,0.240,0.900,0.134,0.000,0.000,0.134,3.200,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,67.2,67.2,0.0,0.0,0.0,0.0,0.000,0.000
2888,28.881,0.040,0.112,0.240,0.900,0.900,0.000,0.900,0.027,3.200,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,456.7,456.7,0.0,0.0,0.0,0.0,0.000,0.000
2896,28.961,0.160,0.448,0.240,0.900,0.108,0.000,0.000,0.108,3.200,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,53.8,53.8,0.0,0.0,0.0,0.0,0.000,0.000
2904,29.041,0.040,0.112,0.240,0.900,0.027,0.000,0.000,0.027,3.200,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,13.4,13.4,0.0,0.0,0.0,0.0,0.000,0.000
2912,29.121,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000
2920,29.201,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000
2928,29.281,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000
2936,29.361,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000,0.000
2944,29.441,0.000,0.000,0.240,0.900,0.000,0.900,0.000,0.900,3.200,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,450.0,450.0,0.0,0.0,0.0,0.0,0.000,0.000
2952,29.521,0.000,0.000,0.240,0.900,0.000,0.900,0.000,0.900,3.200,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,0.0,0.0,450.0,450.0,0.0,0.0,0.0,0.0,0.000,0.000
2960,29.601,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,151.2,151.2,0.0,0.0,0.0,0.0,0.0,0.0,0.315,0.000
2968,29.681,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,324.0,324.0,0.0,0.0,0.0,0.0,0.0,0.0,0.675,0.000
2976,29.761,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
2984,29.841,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
2992,29.921,0.000,0.000,0.240,0.900,0.000,0.000,0.000,0.000,3.200,0,0.00,0.00,0.00,0.00,0.000,0.000,0.00,1,0.000,0.000,0.0,0.0,480.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000,0.000
